sexo,escol,Tam_loc,agg_attitudes_toward_cultural_openness_and_foreign_influence,agg_cultural_identity_and_heritage,agg_cultural_socialization_in_childhood,agg_reading_engagement_and_literacy
1.0,1.0,2.0,3.25,1.9574468085106382,1.692307692307692,1.0
1.0,1.0,3.0,2.0227272727272725,1.9574468085106382,1.0,1.0
2.0,2.0,4.0,2.0227272727272725,3.1063829787234045,1.0,1.0
2.0,1.0,4.0,2.227272727272727,1.7659574468085104,,1.0
1.0,3.0,3.0,3.454545454545454,1.9574468085106382,1.0,3.999999999999999
2.0,1.0,1.0,3.6590909090909087,1.7659574468085104,1.692307692307692,1.0
1.0,1.0,3.0,2.4318181818181817,1.9574468085106382,1.0,1.0
1.0,2.0,1.0,1.8181818181818183,3.2978723404255317,2.384615384615385,3.999999999999999
2.0,1.0,2.0,2.227272727272727,1.9574468085106382,3.076923076923077,1.0
2.0,2.0,1.0,2.4318181818181817,1.9574468085106382,3.76923076923077,10.0
1.0,1.0,1.0,6.931818181818182,3.1063829787234045,1.0,1.0
2.0,4.0,3.0,2.4318181818181817,1.7659574468085104,3.76923076923077,1.0
1.0,2.0,3.0,1.8181818181818183,1.7659574468085104,2.384615384615385,7.000000000000001
2.0,4.0,3.0,2.840909090909091,1.7659574468085104,4.461538461538462,7.000000000000001
2.0,1.0,3.0,4.068181818181818,3.1063829787234045,1.692307692307692,1.0
2.0,1.0,4.0,2.840909090909091,1.9574468085106382,1.0,1.0
2.0,2.0,2.0,4.681818181818182,3.48936170212766,1.0,7.000000000000001
2.0,1.0,2.0,1.8181818181818183,1.7659574468085104,1.692307692307692,3.999999999999999
2.0,3.0,2.0,2.6363636363636367,1.9574468085106382,3.76923076923077,7.000000000000001
2.0,1.0,1.0,2.4318181818181817,3.1063829787234045,3.076923076923077,1.0
2.0,1.0,3.0,4.068181818181818,3.1063829787234045,2.384615384615385,1.0
2.0,1.0,1.0,2.0227272727272725,1.7659574468085104,3.76923076923077,10.0
2.0,1.0,1.0,2.0227272727272725,1.7659574468085104,1.692307692307692,1.0
1.0,3.0,3.0,2.227272727272727,1.9574468085106382,5.153846153846154,1.0
1.0,1.0,1.0,2.4318181818181817,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,3.0,9.59090909090909,4.25531914893617,3.76923076923077,1.0
2.0,1.0,4.0,2.4318181818181817,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,2.0,3.25,1.9574468085106382,2.384615384615385,10.0
2.0,1.0,1.0,4.477272727272727,1.9574468085106382,2.384615384615385,1.0
2.0,1.0,3.0,2.4318181818181817,3.1063829787234045,1.0,1.0
2.0,2.0,1.0,3.6590909090909087,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,3.0,2.0,2.6363636363636367,3.1063829787234045,4.461538461538462,7.000000000000001
2.0,3.0,1.0,2.4318181818181817,1.7659574468085104,5.153846153846154,1.0
1.0,1.0,2.0,4.681818181818182,3.1063829787234045,1.692307692307692,1.0
2.0,3.0,2.0,2.0227272727272725,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,4.0,3.0,2.227272727272727,3.680851063829787,1.692307692307692,1.0
2.0,4.0,3.0,2.227272727272727,3.2978723404255317,1.0,1.0
2.0,4.0,1.0,2.227272727272727,3.1063829787234045,1.0,7.000000000000001
1.0,4.0,1.0,2.227272727272727,3.1063829787234045,3.076923076923077,10.0
2.0,3.0,3.0,2.6363636363636367,1.7659574468085104,5.153846153846154,1.0
1.0,4.0,3.0,2.0227272727272725,3.1063829787234045,3.076923076923077,1.0
2.0,3.0,4.0,2.4318181818181817,1.574468085106383,5.153846153846154,3.999999999999999
2.0,3.0,2.0,7.136363636363636,1.9574468085106382,2.384615384615385,1.0
2.0,1.0,2.0,4.681818181818182,3.1063829787234045,1.0,1.0
2.0,1.0,1.0,2.0227272727272725,1.9574468085106382,1.0,3.999999999999999
2.0,1.0,4.0,3.25,3.1063829787234045,1.692307692307692,1.0
2.0,2.0,1.0,8.159090909090908,3.1063829787234045,1.0,1.0
2.0,2.0,4.0,2.0227272727272725,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,4.0,3.045454545454545,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,3.0,4.0,2.0227272727272725,2.1489361702127656,3.076923076923077,10.0
2.0,2.0,1.0,1.409090909090909,1.9574468085106382,4.461538461538462,1.0
2.0,1.0,2.0,6.113636363636363,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,4.0,2.227272727272727,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,1.0,1.409090909090909,1.9574468085106382,1.0,3.999999999999999
2.0,2.0,2.0,5.5,1.9574468085106382,1.0,1.0
2.0,1.0,2.0,2.227272727272727,1.9574468085106382,1.0,1.0
2.0,2.0,3.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
2.0,1.0,2.0,3.8636363636363633,3.1063829787234045,2.384615384615385,3.999999999999999
2.0,1.0,1.0,2.0227272727272725,1.9574468085106382,1.692307692307692,7.000000000000001
2.0,1.0,2.0,5.704545454545454,3.1063829787234045,1.0,1.0
2.0,1.0,1.0,2.227272727272727,1.7659574468085104,3.076923076923077,1.0
2.0,1.0,1.0,2.227272727272727,1.7659574468085104,3.76923076923077,3.999999999999999
2.0,3.0,1.0,6.113636363636363,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,1.0,4.886363636363637,2.1489361702127656,1.692307692307692,3.999999999999999
2.0,3.0,1.0,1.8181818181818183,1.9574468085106382,3.076923076923077,1.0
2.0,1.0,4.0,1.8181818181818183,3.1063829787234045,3.076923076923077,1.0
1.0,2.0,1.0,2.227272727272727,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,1.0,1.0,1.8181818181818183,1.7659574468085104,4.461538461538462,3.999999999999999
2.0,1.0,2.0,2.227272727272727,1.9574468085106382,1.0,7.000000000000001
2.0,3.0,1.0,2.227272727272727,3.1063829787234045,4.461538461538462,1.0
1.0,2.0,3.0,2.6363636363636367,1.9574468085106382,3.076923076923077,1.0
2.0,5.0,1.0,1.8181818181818183,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,2.0,1.0,1.8181818181818183,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,7.000000000000001
2.0,2.0,3.0,2.840909090909091,2.1489361702127656,2.384615384615385,7.000000000000001
2.0,2.0,1.0,1.409090909090909,1.7659574468085104,3.076923076923077,1.0
2.0,2.0,1.0,4.068181818181818,1.9574468085106382,1.692307692307692,1.0
2.0,1.0,3.0,2.4318181818181817,1.9574468085106382,1.692307692307692,1.0
2.0,3.0,3.0,2.6363636363636367,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,2.0,4.0,1.8181818181818183,1.7659574468085104,2.384615384615385,1.0
2.0,2.0,4.0,1.6136363636363635,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,2.0,4.0,2.227272727272727,1.9574468085106382,1.0,10.0
2.0,3.0,1.0,2.0227272727272725,3.1063829787234045,3.076923076923077,3.999999999999999
2.0,2.0,1.0,2.4318181818181817,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,5.0,1.0,2.227272727272727,1.7659574468085104,3.76923076923077,3.999999999999999
2.0,2.0,2.0,2.840909090909091,1.9574468085106382,2.384615384615385,7.000000000000001
1.0,1.0,1.0,1.2045454545454546,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,1.0,2.0,2.4318181818181817,1.7659574468085104,1.0,1.0
2.0,3.0,1.0,1.409090909090909,1.9574468085106382,3.76923076923077,7.000000000000001
2.0,2.0,3.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,3.0,1.0,3.8636363636363633,1.9574468085106382,5.153846153846154,10.0
2.0,3.0,1.0,1.409090909090909,1.9574468085106382,2.384615384615385,10.0
2.0,3.0,3.0,1.8181818181818183,1.7659574468085104,2.384615384615385,3.999999999999999
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,5.153846153846154,3.999999999999999
1.0,4.0,2.0,2.227272727272727,1.9574468085106382,1.692307692307692,7.000000000000001
2.0,4.0,3.0,2.6363636363636367,1.7659574468085104,5.153846153846154,1.0
2.0,3.0,4.0,1.8181818181818183,1.9574468085106382,3.76923076923077,1.0
2.0,2.0,1.0,2.4318181818181817,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,2.0,4.0,1.8181818181818183,1.9574468085106382,3.076923076923077,7.000000000000001
1.0,2.0,1.0,2.4318181818181817,2.1489361702127656,3.076923076923077,3.999999999999999
2.0,4.0,3.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,4.0,2.4318181818181817,3.1063829787234045,4.461538461538462,10.0
2.0,3.0,1.0,3.6590909090909087,1.9574468085106382,1.0,1.0
1.0,3.0,4.0,3.8636363636363633,1.9574468085106382,3.76923076923077,7.000000000000001
2.0,3.0,2.0,3.6590909090909087,1.9574468085106382,6.538461538461539,3.999999999999999
2.0,3.0,4.0,2.4318181818181817,1.9574468085106382,3.076923076923077,7.000000000000001
1.0,3.0,1.0,2.0227272727272725,1.9574468085106382,1.0,7.000000000000001
2.0,1.0,1.0,8.568181818181817,3.1063829787234045,2.384615384615385,3.999999999999999
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,4.461538461538462,10.0
2.0,3.0,4.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,2.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,1.0,3.454545454545454,1.9574468085106382,4.461538461538462,1.0
2.0,2.0,2.0,1.8181818181818183,1.9574468085106382,7.9230769230769225,1.0
1.0,2.0,2.0,2.0227272727272725,1.9574468085106382,1.692307692307692,7.000000000000001
1.0,2.0,1.0,8.363636363636363,4.25531914893617,1.0,1.0
2.0,3.0,2.0,3.25,3.1063829787234045,1.0,3.999999999999999
1.0,3.0,2.0,2.6363636363636367,2.1489361702127656,3.76923076923077,3.999999999999999
2.0,4.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,7.000000000000001
2.0,4.0,2.0,3.045454545454545,1.9574468085106382,4.461538461538462,10.0
1.0,4.0,1.0,1.409090909090909,1.9574468085106382,1.0,10.0
1.0,3.0,1.0,1.0,3.1063829787234045,2.384615384615385,10.0
1.0,1.0,4.0,1.8181818181818183,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,3.0,2.0,1.409090909090909,3.1063829787234045,1.0,3.999999999999999
2.0,3.0,1.0,3.25,1.7659574468085104,1.692307692307692,7.000000000000001
2.0,4.0,3.0,1.6136363636363635,2.1489361702127656,2.384615384615385,1.0
2.0,3.0,2.0,4.2727272727272725,1.574468085106383,3.076923076923077,1.0
2.0,4.0,1.0,1.8181818181818183,1.9574468085106382,3.76923076923077,3.999999999999999
1.0,4.0,2.0,1.8181818181818183,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,3.0,3.0,4.068181818181818,1.9574468085106382,,7.000000000000001
2.0,2.0,3.0,2.0227272727272725,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,2.0,2.0,7.340909090909091,3.2978723404255317,1.692307692307692,3.999999999999999
2.0,3.0,2.0,1.6136363636363635,1.7659574468085104,2.384615384615385,7.000000000000001
2.0,4.0,4.0,2.840909090909091,1.9574468085106382,3.76923076923077,1.0
2.0,3.0,2.0,4.477272727272727,1.9574468085106382,1.692307692307692,1.0
2.0,4.0,1.0,2.6363636363636367,1.7659574468085104,5.153846153846154,3.999999999999999
1.0,2.0,2.0,2.6363636363636367,1.9574468085106382,2.384615384615385,10.0
2.0,4.0,1.0,2.0227272727272725,3.1063829787234045,4.461538461538462,7.000000000000001
2.0,1.0,1.0,4.681818181818182,1.9574468085106382,1.692307692307692,10.0
1.0,4.0,1.0,3.25,1.9574468085106382,5.153846153846154,3.999999999999999
1.0,4.0,2.0,2.4318181818181817,3.1063829787234045,4.461538461538462,1.0
1.0,4.0,1.0,1.8181818181818183,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,4.0,3.0,2.6363636363636367,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,3.0,1.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
1.0,2.0,1.0,3.045454545454545,1.9574468085106382,3.076923076923077,1.0
2.0,4.0,3.0,2.4318181818181817,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,3.0,2.0227272727272725,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,3.0,1.0,2.4318181818181817,1.9574468085106382,1.0,3.999999999999999
1.0,3.0,1.0,2.227272727272727,1.9574468085106382,3.76923076923077,7.000000000000001
2.0,3.0,2.0,1.6136363636363635,1.7659574468085104,2.384615384615385,1.0
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.76923076923077,10.0
2.0,3.0,4.0,2.840909090909091,1.7659574468085104,3.076923076923077,1.0
2.0,3.0,2.0,1.8181818181818183,1.9574468085106382,3.076923076923077,1.0
2.0,2.0,2.0,2.4318181818181817,1.9574468085106382,2.384615384615385,3.999999999999999
1.0,4.0,1.0,2.0227272727272725,3.1063829787234045,2.384615384615385,7.000000000000001
2.0,3.0,3.0,3.454545454545454,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,4.0,2.0,1.8181818181818183,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,3.076923076923077,3.999999999999999
1.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.76923076923077,10.0
1.0,3.0,4.0,1.8181818181818183,3.1063829787234045,4.461538461538462,1.0
2.0,3.0,2.0,2.0227272727272725,1.9574468085106382,1.692307692307692,1.0
2.0,3.0,3.0,2.0227272727272725,1.9574468085106382,4.461538461538462,10.0
2.0,2.0,2.0,2.227272727272727,1.9574468085106382,3.076923076923077,1.0
2.0,5.0,1.0,2.0227272727272725,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,5.0,1.0,3.454545454545454,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,3.0,2.0,3.454545454545454,2.1489361702127656,4.461538461538462,1.0
1.0,4.0,1.0,2.227272727272727,1.7659574468085104,4.461538461538462,3.999999999999999
1.0,4.0,2.0,3.8636363636363633,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,3.0,2.227272727272727,1.7659574468085104,1.692307692307692,10.0
1.0,3.0,4.0,3.045454545454545,1.9574468085106382,2.384615384615385,1.0
1.0,5.0,1.0,2.4318181818181817,1.9574468085106382,3.076923076923077,10.0
2.0,3.0,1.0,2.227272727272727,4.446808510638299,3.076923076923077,1.0
1.0,3.0,3.0,3.454545454545454,1.9574468085106382,3.076923076923077,3.999999999999999
2.0,3.0,2.0,2.6363636363636367,2.1489361702127656,1.692307692307692,7.000000000000001
2.0,4.0,1.0,3.8636363636363633,1.9574468085106382,1.692307692307692,1.0
2.0,4.0,1.0,3.8636363636363633,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,1.0,2.0227272727272725,1.574468085106383,2.384615384615385,1.0
2.0,4.0,1.0,2.227272727272727,1.7659574468085104,3.76923076923077,10.0
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,1.0
2.0,2.0,2.0,2.840909090909091,1.7659574468085104,6.538461538461539,10.0
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,4.461538461538462,1.0
2.0,1.0,2.0,2.0227272727272725,1.9574468085106382,1.692307692307692,3.999999999999999
2.0,4.0,1.0,2.840909090909091,1.9574468085106382,4.461538461538462,10.0
1.0,1.0,3.0,3.454545454545454,3.1063829787234045,1.692307692307692,1.0
2.0,1.0,1.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,3.0,1.0,4.2727272727272725,3.1063829787234045,1.692307692307692,1.0
2.0,3.0,3.0,2.227272727272727,1.9574468085106382,3.76923076923077,3.999999999999999
2.0,3.0,1.0,1.6136363636363635,1.9574468085106382,2.384615384615385,1.0
2.0,4.0,1.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,2.0,4.0,1.8181818181818183,1.9574468085106382,2.384615384615385,3.999999999999999
2.0,3.0,3.0,2.6363636363636367,2.1489361702127656,3.76923076923077,7.000000000000001
2.0,2.0,2.0,3.045454545454545,1.9574468085106382,1.0,1.0
1.0,4.0,2.0,2.6363636363636367,1.9574468085106382,3.76923076923077,1.0
2.0,4.0,1.0,1.6136363636363635,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,3.0,1.0,3.6590909090909087,1.9574468085106382,3.76923076923077,10.0
1.0,3.0,2.0,4.886363636363637,1.9574468085106382,2.384615384615385,1.0
2.0,3.0,4.0,2.840909090909091,1.9574468085106382,3.076923076923077,1.0
1.0,3.0,4.0,1.8181818181818183,1.9574468085106382,3.076923076923077,1.0
2.0,3.0,4.0,2.4318181818181817,1.9574468085106382,1.692307692307692,1.0
2.0,2.0,1.0,2.0227272727272725,5.595744680851064,3.76923076923077,10.0
2.0,3.0,4.0,1.8181818181818183,3.1063829787234045,3.076923076923077,1.0
1.0,1.0,4.0,2.4318181818181817,1.9574468085106382,1.692307692307692,1.0
1.0,2.0,4.0,1.8181818181818183,3.1063829787234045,3.76923076923077,7.000000000000001
2.0,3.0,1.0,1.8181818181818183,1.9574468085106382,3.076923076923077,7.000000000000001
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,10.0
1.0,4.0,3.0,1.8181818181818183,1.9574468085106382,5.153846153846154,10.0
2.0,3.0,1.0,2.0227272727272725,1.9574468085106382,2.384615384615385,10.0
1.0,3.0,1.0,1.8181818181818183,1.9574468085106382,4.461538461538462,1.0
1.0,4.0,1.0,3.8636363636363633,2.1489361702127656,3.076923076923077,7.000000000000001
1.0,4.0,3.0,5.295454545454545,2.3404255319148937,3.76923076923077,1.0
2.0,2.0,4.0,1.409090909090909,3.1063829787234045,3.076923076923077,1.0
2.0,2.0,4.0,3.045454545454545,3.1063829787234045,3.076923076923077,1.0
2.0,4.0,1.0,2.4318181818181817,1.9574468085106382,7.230769230769231,1.0
1.0,2.0,1.0,3.454545454545454,1.9574468085106382,3.076923076923077,7.000000000000001
1.0,2.0,1.0,2.0227272727272725,1.9574468085106382,3.076923076923077,1.0
2.0,1.0,3.0,2.6363636363636367,1.9574468085106382,1.0,1.0
2.0,3.0,2.0,2.227272727272727,1.9574468085106382,3.076923076923077,1.0
1.0,3.0,2.0,3.454545454545454,1.9574468085106382,1.692307692307692,1.0
2.0,1.0,4.0,1.6136363636363635,1.7659574468085104,3.76923076923077,1.0
1.0,3.0,3.0,1.6136363636363635,3.1063829787234045,5.846153846153847,1.0
2.0,5.0,1.0,2.4318181818181817,2.1489361702127656,5.153846153846154,1.0
2.0,5.0,1.0,2.227272727272727,1.9574468085106382,2.384615384615385,7.000000000000001
1.0,3.0,1.0,3.25,1.9574468085106382,4.461538461538462,3.999999999999999
2.0,4.0,1.0,2.0227272727272725,1.9574468085106382,4.461538461538462,7.000000000000001
2.0,3.0,1.0,3.8636363636363633,1.9574468085106382,5.153846153846154,10.0
1.0,3.0,1.0,3.6590909090909087,2.1489361702127656,3.076923076923077,1.0
