sexo,escol,Tam_loc,agg_climate_change_risk_perception,agg_environmental_knowledge_self_efficacy,agg_environmental_problem_salience,agg_pro_environmental_civic_engagement
2.0,3.0,2.0,1.0,7.517241379310345,4.9375,8.875
2.0,4.0,1.0,1.0,7.8275862068965525,3.8125,9.71875
1.0,3.0,2.0,1.0,7.8275862068965525,5.5,8.875
1.0,4.0,1.0,2.125,4.413793103448276,3.25,8.875
1.0,4.0,1.0,2.125,5.655172413793104,4.375,8.875
1.0,4.0,1.0,1.0,7.517241379310345,2.125,9.15625
2.0,3.0,1.0,1.0,8.448275862068966,2.125,8.875
2.0,2.0,2.0,2.125,5.9655172413793105,2.125,9.15625
2.0,2.0,1.0,1.0,4.413793103448276,6.625,8.875
2.0,3.0,1.0,3.25,5.9655172413793105,4.375,8.875
2.0,3.0,4.0,3.25,5.655172413793104,3.25,8.875
2.0,4.0,1.0,1.0,3.4827586206896552,6.0625,8.875
2.0,3.0,1.0,2.125,5.344827586206897,2.125,8.875
1.0,3.0,1.0,1.0,4.724137931034483,2.125,8.875
2.0,4.0,1.0,1.0,5.655172413793104,4.9375,9.4375
2.0,5.0,1.0,1.0,7.517241379310345,3.8125,8.875
2.0,4.0,3.0,2.125,5.655172413793104,2.6875,8.875
1.0,4.0,1.0,2.125,6.8965517241379315,1.5625,8.875
1.0,3.0,2.0,3.25,4.413793103448276,4.375,9.15625
1.0,2.0,2.0,1.0,4.724137931034483,6.625,8.875
1.0,5.0,1.0,1.0,6.586206896551724,4.375,8.875
2.0,5.0,1.0,1.0,5.0344827586206895,2.6875,8.875
2.0,3.0,1.0,2.125,7.206896551724138,2.6875,8.875
1.0,1.0,4.0,2.125,4.724137931034483,2.6875,8.875
1.0,3.0,1.0,1.0,6.275862068965518,1.5625,8.875
2.0,4.0,3.0,1.0,5.655172413793104,4.375,9.15625
1.0,3.0,3.0,1.0,,4.375,8.875
2.0,4.0,1.0,8.875,3.1724137931034484,7.1875,8.875
1.0,4.0,2.0,1.0,7.8275862068965525,3.25,8.875
2.0,1.0,1.0,1.0,4.724137931034483,2.6875,8.875
2.0,4.0,1.0,1.0,5.9655172413793105,3.8125,8.875
1.0,3.0,3.0,2.125,4.724137931034483,3.8125,9.15625
1.0,1.0,3.0,1.0,6.586206896551724,4.375,8.875
2.0,3.0,3.0,1.0,6.586206896551724,6.0625,8.875
1.0,3.0,4.0,1.0,4.413793103448276,3.25,8.875
1.0,3.0,3.0,1.0,7.8275862068965525,5.5,8.875
1.0,3.0,1.0,2.125,5.655172413793104,2.6875,9.4375
1.0,1.0,1.0,3.25,9.379310344827587,4.9375,8.875
2.0,5.0,2.0,1.0,9.689655172413794,2.6875,9.15625
1.0,3.0,2.0,1.0,6.8965517241379315,2.6875,8.875
2.0,3.0,4.0,1.0,7.8275862068965525,2.6875,9.15625
2.0,3.0,1.0,2.125,1.6206896551724137,4.375,8.875
2.0,3.0,1.0,1.0,2.5517241379310347,4.375,8.875
2.0,3.0,3.0,1.0,2.2413793103448274,3.25,9.15625
1.0,1.0,3.0,3.25,2.8620689655172415,6.625,8.875
1.0,2.0,4.0,1.0,5.9655172413793105,4.375,8.875
2.0,3.0,2.0,2.125,5.655172413793104,3.25,8.875
2.0,4.0,2.0,1.0,7.8275862068965525,2.6875,8.875
2.0,3.0,1.0,2.125,6.8965517241379315,5.5,8.875
1.0,3.0,1.0,1.0,5.655172413793104,5.5,8.875
1.0,5.0,1.0,1.0,5.344827586206897,1.5625,8.875
1.0,3.0,1.0,1.0,6.8965517241379315,3.25,8.875
1.0,3.0,2.0,2.125,7.517241379310345,2.6875,8.875
1.0,5.0,1.0,2.125,1.9310344827586208,2.6875,2.125
2.0,4.0,1.0,2.125,6.586206896551724,3.8125,8.875
1.0,3.0,1.0,1.0,5.9655172413793105,5.5,8.875
1.0,4.0,3.0,1.0,,,8.875
2.0,2.0,1.0,1.0,,3.25,8.875
2.0,4.0,3.0,2.125,5.9655172413793105,3.8125,8.875
1.0,3.0,3.0,2.125,6.8965517241379315,2.125,8.875
1.0,3.0,1.0,2.125,5.9655172413793105,3.8125,8.875
1.0,3.0,1.0,2.125,7.206896551724138,4.375,8.875
2.0,3.0,4.0,2.125,5.655172413793104,,8.875
1.0,3.0,1.0,2.125,6.275862068965518,4.375,8.875
1.0,4.0,1.0,1.0,8.448275862068966,3.8125,8.875
1.0,3.0,1.0,1.0,6.275862068965518,5.5,8.875
2.0,3.0,1.0,1.0,3.4827586206896552,2.6875,8.875
2.0,3.0,3.0,10.0,5.655172413793104,2.6875,8.875
2.0,3.0,1.0,1.0,5.0344827586206895,2.125,8.875
2.0,5.0,1.0,1.0,6.586206896551724,6.625,8.875
2.0,4.0,1.0,1.0,4.724137931034483,2.6875,8.875
1.0,2.0,4.0,1.0,6.586206896551724,3.25,8.875
1.0,3.0,3.0,2.125,8.448275862068966,2.6875,8.875
2.0,5.0,1.0,1.0,3.1724137931034484,5.5,8.875
2.0,3.0,1.0,1.0,5.655172413793104,3.8125,8.875
2.0,3.0,4.0,2.125,6.8965517241379315,2.6875,9.4375
2.0,4.0,1.0,2.125,5.655172413793104,10.0,8.875
2.0,4.0,1.0,8.875,3.4827586206896552,5.5,9.4375
1.0,1.0,1.0,1.0,7.8275862068965525,6.0625,8.875
1.0,4.0,1.0,2.125,7.517241379310345,2.6875,9.4375
2.0,3.0,1.0,1.0,5.9655172413793105,6.0625,8.875
2.0,3.0,1.0,1.0,8.137931034482758,1.5625,8.875
1.0,2.0,1.0,1.0,3.4827586206896552,5.5,8.875
1.0,4.0,1.0,1.0,7.206896551724138,3.25,9.15625
1.0,5.0,1.0,1.0,8.758620689655173,7.75,8.875
1.0,2.0,1.0,1.0,6.586206896551724,2.6875,9.15625
1.0,3.0,1.0,8.875,7.517241379310345,4.9375,8.875
1.0,4.0,2.0,1.0,5.9655172413793105,4.9375,8.875
2.0,3.0,1.0,3.25,7.206896551724138,4.9375,8.875
2.0,3.0,1.0,2.125,,3.25,8.875
2.0,2.0,1.0,1.0,4.103448275862069,7.1875,9.4375
1.0,3.0,1.0,1.0,3.1724137931034484,3.25,8.875
1.0,1.0,3.0,1.0,6.8965517241379315,4.375,8.875
1.0,4.0,1.0,1.0,5.344827586206897,2.6875,8.875
1.0,3.0,1.0,3.25,7.8275862068965525,7.75,9.15625
2.0,4.0,1.0,2.125,5.9655172413793105,2.6875,8.875
1.0,4.0,1.0,3.25,5.344827586206897,,8.875
2.0,3.0,1.0,3.25,4.724137931034483,2.6875,8.875
2.0,3.0,1.0,2.125,5.655172413793104,6.625,8.875
2.0,4.0,2.0,1.0,7.206896551724138,3.25,8.875
2.0,3.0,3.0,3.25,5.655172413793104,3.8125,9.71875
2.0,4.0,1.0,2.125,3.793103448275862,4.9375,8.875
2.0,2.0,2.0,8.875,5.9655172413793105,4.9375,8.875
1.0,3.0,3.0,1.0,,2.6875,8.875
1.0,1.0,3.0,1.0,5.0344827586206895,3.25,8.875
1.0,3.0,1.0,1.0,,4.375,9.15625
2.0,4.0,1.0,2.125,1.6206896551724137,5.5,9.15625
1.0,3.0,1.0,1.0,1.0,3.25,8.875
1.0,3.0,4.0,2.125,,3.25,8.875
1.0,3.0,1.0,1.0,5.344827586206897,3.25,8.875
2.0,1.0,2.0,1.0,8.758620689655173,2.6875,8.875
2.0,2.0,1.0,2.125,6.586206896551724,4.375,8.875
2.0,2.0,1.0,2.125,6.586206896551724,4.375,8.875
1.0,5.0,1.0,8.875,6.275862068965518,2.125,9.15625
1.0,4.0,2.0,1.0,6.586206896551724,2.6875,8.875
1.0,4.0,2.0,1.0,4.724137931034483,6.0625,8.875
1.0,4.0,1.0,1.0,1.9310344827586208,2.6875,8.875
2.0,2.0,1.0,1.0,7.206896551724138,4.375,8.875
2.0,4.0,3.0,1.0,6.275862068965518,3.25,9.15625
2.0,3.0,4.0,3.25,3.1724137931034484,4.375,8.875
2.0,3.0,3.0,1.0,4.724137931034483,8.3125,8.875
1.0,4.0,3.0,1.0,3.1724137931034484,4.375,8.875
1.0,4.0,1.0,1.0,4.413793103448276,2.6875,8.875
1.0,4.0,1.0,1.0,6.275862068965518,3.25,9.15625
1.0,4.0,3.0,2.125,6.586206896551724,3.8125,8.875
1.0,3.0,1.0,3.25,7.206896551724138,6.0625,8.875
2.0,3.0,1.0,3.25,6.586206896551724,1.0,9.15625
1.0,4.0,1.0,2.125,5.344827586206897,3.8125,8.875
1.0,4.0,3.0,2.125,4.724137931034483,3.25,8.875
1.0,2.0,1.0,1.0,,6.0625,8.875
1.0,3.0,2.0,1.0,6.586206896551724,2.6875,8.875
2.0,3.0,3.0,1.0,5.655172413793104,2.125,8.875
2.0,3.0,3.0,2.125,,3.8125,8.875
2.0,3.0,2.0,2.125,6.275862068965518,3.25,8.875
1.0,1.0,1.0,8.875,6.586206896551724,4.375,8.875
1.0,5.0,3.0,2.125,7.8275862068965525,3.25,8.875
1.0,1.0,2.0,1.0,5.344827586206897,6.625,8.875
2.0,1.0,3.0,2.125,5.344827586206897,3.25,8.875
1.0,4.0,1.0,1.0,5.655172413793104,3.8125,8.875
2.0,3.0,3.0,8.875,8.137931034482758,5.5,8.875
2.0,5.0,3.0,2.125,3.793103448275862,3.8125,8.875
2.0,3.0,4.0,3.25,2.8620689655172415,2.6875,8.875
2.0,2.0,2.0,1.0,,6.0625,8.875
2.0,5.0,1.0,1.0,5.655172413793104,2.125,8.875
2.0,3.0,1.0,1.0,6.8965517241379315,4.9375,8.875
1.0,3.0,1.0,1.0,6.586206896551724,4.375,9.15625
2.0,4.0,2.0,3.25,5.655172413793104,3.8125,8.875
1.0,4.0,1.0,1.0,6.275862068965518,2.6875,9.4375
1.0,1.0,2.0,1.0,3.1724137931034484,5.5,8.875
1.0,3.0,2.0,1.0,7.517241379310345,3.25,9.15625
2.0,4.0,1.0,1.0,5.655172413793104,1.5625,8.875
2.0,2.0,1.0,1.0,5.655172413793104,1.5625,8.875
2.0,5.0,1.0,2.125,5.655172413793104,,8.875
1.0,2.0,1.0,8.875,8.137931034482758,2.6875,8.875
1.0,2.0,4.0,1.0,5.9655172413793105,3.25,8.875
1.0,4.0,1.0,1.0,5.655172413793104,2.125,8.875
1.0,3.0,2.0,2.125,6.586206896551724,4.9375,8.875
1.0,4.0,3.0,1.0,6.8965517241379315,3.25,8.875
2.0,4.0,1.0,1.0,8.137931034482758,2.6875,8.875
1.0,3.0,1.0,1.0,6.586206896551724,4.375,9.15625
2.0,1.0,2.0,2.125,9.379310344827587,1.5625,9.71875
1.0,2.0,1.0,1.0,6.8965517241379315,3.8125,8.875
2.0,3.0,1.0,1.0,5.655172413793104,4.375,8.875
1.0,3.0,1.0,1.0,5.9655172413793105,4.9375,8.875
2.0,3.0,1.0,8.875,,5.5,8.875
2.0,2.0,1.0,1.0,5.9655172413793105,2.125,8.875
1.0,1.0,1.0,2.125,6.275862068965518,3.25,10.0
1.0,3.0,1.0,2.125,7.8275862068965525,3.8125,8.875
1.0,2.0,1.0,1.0,5.655172413793104,3.25,8.875
2.0,4.0,3.0,1.0,5.9655172413793105,3.25,8.875
2.0,2.0,1.0,3.25,5.0344827586206895,2.125,9.4375
1.0,4.0,1.0,2.125,3.1724137931034484,5.5,8.875
2.0,3.0,1.0,8.875,4.724137931034483,2.6875,8.875
1.0,4.0,3.0,1.0,9.068965517241379,3.25,9.15625
1.0,3.0,2.0,1.0,6.275862068965518,2.125,8.875
2.0,1.0,1.0,2.125,6.8965517241379315,5.5,9.4375
1.0,3.0,1.0,1.0,5.0344827586206895,4.9375,9.15625
2.0,4.0,1.0,2.125,4.724137931034483,7.1875,8.875
1.0,5.0,3.0,1.0,4.413793103448276,3.25,8.875
2.0,3.0,1.0,2.125,5.9655172413793105,2.6875,8.875
1.0,4.0,1.0,1.0,6.8965517241379315,2.125,8.875
1.0,4.0,4.0,1.0,4.103448275862069,3.25,8.875
1.0,5.0,1.0,8.875,6.275862068965518,2.125,9.15625
2.0,3.0,4.0,1.0,6.586206896551724,3.25,8.875
1.0,4.0,1.0,1.0,3.793103448275862,4.9375,8.875
2.0,4.0,3.0,1.0,6.586206896551724,5.5,8.875
1.0,5.0,1.0,1.0,7.517241379310345,2.125,9.4375
2.0,3.0,1.0,2.125,7.517241379310345,2.125,8.875
1.0,2.0,4.0,1.0,7.206896551724138,6.625,8.875
2.0,5.0,1.0,1.0,6.8965517241379315,3.8125,8.875
2.0,2.0,1.0,2.125,1.0,2.125,8.875
2.0,3.0,2.0,2.125,3.793103448275862,5.5,8.875
2.0,4.0,2.0,2.125,4.724137931034483,3.8125,9.15625
1.0,2.0,1.0,2.125,6.8965517241379315,3.8125,8.875
1.0,3.0,1.0,2.125,3.4827586206896552,3.25,8.875
2.0,3.0,2.0,2.125,5.0344827586206895,5.5,8.875
1.0,4.0,1.0,2.125,,2.125,8.875
1.0,4.0,1.0,2.125,7.8275862068965525,5.5,8.875
2.0,2.0,2.0,1.0,5.655172413793104,4.9375,8.875
2.0,2.0,2.0,1.0,4.724137931034483,4.375,8.875
1.0,5.0,1.0,1.0,,1.5625,9.4375
2.0,3.0,1.0,1.0,4.724137931034483,4.9375,8.875
2.0,2.0,1.0,1.0,6.275862068965518,2.6875,8.875
1.0,4.0,1.0,1.0,1.6206896551724137,4.375,8.875
2.0,2.0,4.0,2.125,6.275862068965518,2.125,8.875
2.0,4.0,1.0,2.125,5.0344827586206895,5.5,9.15625
1.0,3.0,1.0,2.125,5.0344827586206895,2.125,8.875
2.0,4.0,1.0,2.125,5.0344827586206895,4.9375,8.875
1.0,4.0,1.0,1.0,6.275862068965518,2.6875,9.15625
1.0,1.0,3.0,8.875,1.0,6.0625,8.875
1.0,2.0,3.0,2.125,6.8965517241379315,5.5,8.875
1.0,3.0,1.0,2.125,,4.375,8.875
2.0,2.0,3.0,2.125,4.103448275862069,3.25,8.875
2.0,3.0,1.0,2.125,,4.375,8.875
1.0,4.0,1.0,1.0,2.8620689655172415,4.375,8.875
1.0,3.0,1.0,2.125,,4.375,8.875
2.0,2.0,2.0,1.0,2.8620689655172415,5.5,8.875
2.0,1.0,3.0,1.0,3.793103448275862,3.25,8.875
2.0,2.0,3.0,1.0,1.9310344827586208,4.375,8.875
1.0,1.0,3.0,3.25,1.0,7.75,8.875
1.0,4.0,1.0,1.0,6.275862068965518,2.6875,8.875
1.0,1.0,3.0,3.25,1.0,,8.875
2.0,4.0,4.0,1.0,7.206896551724138,6.0625,8.875
1.0,4.0,1.0,1.0,4.413793103448276,3.25,8.875
1.0,4.0,2.0,2.125,5.9655172413793105,2.125,8.875
2.0,5.0,1.0,1.0,4.103448275862069,4.375,9.4375
2.0,4.0,1.0,1.0,5.655172413793104,7.75,8.875
2.0,3.0,1.0,10.0,2.2413793103448274,4.9375,8.875
1.0,4.0,1.0,1.0,4.724137931034483,4.375,8.875
2.0,2.0,1.0,1.0,4.724137931034483,4.375,8.875
2.0,3.0,1.0,2.125,8.137931034482758,3.25,8.875
1.0,4.0,3.0,1.0,6.586206896551724,3.8125,8.875
2.0,3.0,1.0,2.125,5.344827586206897,2.6875,8.875
1.0,2.0,1.0,2.125,1.9310344827586208,2.6875,8.875
1.0,3.0,1.0,1.0,7.8275862068965525,2.125,8.875
1.0,3.0,1.0,2.125,7.206896551724138,1.5625,8.875
2.0,4.0,1.0,1.0,3.1724137931034484,3.25,8.875
2.0,4.0,1.0,1.0,6.586206896551724,2.6875,8.875
1.0,3.0,1.0,1.0,5.9655172413793105,2.6875,8.875
2.0,4.0,2.0,1.0,5.344827586206897,3.25,8.875
2.0,2.0,4.0,2.125,7.8275862068965525,2.125,9.4375
1.0,3.0,4.0,1.0,6.275862068965518,1.5625,8.875
2.0,4.0,1.0,2.125,6.275862068965518,2.6875,8.875
2.0,4.0,2.0,1.0,7.206896551724138,2.125,9.15625
1.0,5.0,3.0,1.0,8.137931034482758,2.125,9.15625
1.0,4.0,3.0,2.125,6.586206896551724,3.25,8.875
1.0,4.0,4.0,1.0,5.655172413793104,4.9375,9.4375
1.0,5.0,2.0,1.0,7.517241379310345,2.125,9.71875
1.0,3.0,1.0,2.125,6.586206896551724,3.25,8.875
2.0,4.0,1.0,2.125,8.137931034482758,1.5625,9.15625
2.0,4.0,2.0,1.0,,3.25,8.875
1.0,5.0,1.0,1.0,3.793103448275862,7.1875,8.875
2.0,2.0,2.0,1.0,4.413793103448276,6.0625,8.875
2.0,3.0,1.0,2.125,,5.5,8.875
2.0,2.0,2.0,1.0,5.344827586206897,2.6875,8.875
2.0,1.0,4.0,3.25,,4.375,8.875
2.0,1.0,3.0,1.0,2.8620689655172415,4.375,8.875
1.0,4.0,1.0,2.125,8.758620689655173,8.3125,9.4375
1.0,1.0,2.0,2.125,7.8275862068965525,4.9375,9.15625
1.0,4.0,1.0,2.125,6.275862068965518,6.625,9.15625
2.0,5.0,1.0,1.0,1.9310344827586208,3.25,8.875
1.0,4.0,1.0,2.125,,5.5,8.875
2.0,3.0,1.0,3.25,,1.5625,8.875
2.0,4.0,3.0,2.125,4.103448275862069,3.25,8.875
1.0,3.0,3.0,1.0,7.8275862068965525,3.8125,8.875
2.0,1.0,4.0,1.0,5.9655172413793105,3.25,8.875
1.0,3.0,4.0,1.0,2.5517241379310347,4.375,8.875
1.0,3.0,1.0,1.0,4.724137931034483,2.6875,8.875
2.0,3.0,1.0,2.125,4.724137931034483,2.6875,8.875
2.0,3.0,1.0,2.125,5.9655172413793105,3.8125,9.15625
2.0,4.0,1.0,2.125,7.517241379310345,4.9375,8.875
1.0,3.0,3.0,8.875,6.275862068965518,2.125,8.875
1.0,1.0,1.0,2.125,7.206896551724138,2.125,8.875
2.0,4.0,3.0,1.0,7.517241379310345,2.6875,8.875
1.0,3.0,3.0,2.125,4.724137931034483,2.6875,8.875
2.0,3.0,2.0,1.0,5.9655172413793105,6.625,8.875
1.0,4.0,2.0,1.0,4.103448275862069,3.8125,8.875
1.0,4.0,4.0,1.0,5.9655172413793105,2.6875,9.71875
1.0,5.0,1.0,3.25,5.344827586206897,3.25,8.875
2.0,2.0,2.0,1.0,5.344827586206897,2.6875,9.4375
1.0,4.0,1.0,2.125,6.586206896551724,2.6875,8.875
1.0,3.0,1.0,1.0,5.9655172413793105,5.5,8.875
1.0,5.0,1.0,1.0,5.9655172413793105,3.8125,9.15625
2.0,5.0,2.0,2.125,7.517241379310345,4.375,8.875
1.0,3.0,3.0,1.0,4.413793103448276,3.25,8.875
2.0,3.0,2.0,2.125,7.517241379310345,4.375,9.15625
1.0,4.0,2.0,2.125,6.8965517241379315,6.625,8.875
2.0,4.0,3.0,1.0,4.724137931034483,4.375,9.15625
1.0,4.0,2.0,1.0,7.517241379310345,3.25,8.875
1.0,4.0,1.0,1.0,6.275862068965518,3.25,8.875
2.0,3.0,3.0,1.0,5.344827586206897,4.375,9.71875
1.0,4.0,1.0,1.0,2.8620689655172415,4.375,8.875
2.0,4.0,1.0,1.0,2.5517241379310347,4.375,8.875
2.0,5.0,1.0,1.0,5.655172413793104,6.0625,10.0
1.0,4.0,2.0,1.0,9.379310344827587,2.6875,9.15625
2.0,3.0,1.0,2.125,7.517241379310345,4.375,8.875
2.0,4.0,1.0,1.0,2.5517241379310347,4.375,8.875
2.0,3.0,1.0,1.0,8.758620689655173,3.25,8.875
2.0,3.0,1.0,2.125,5.9655172413793105,6.0625,8.875
2.0,4.0,3.0,1.0,6.275862068965518,2.6875,8.875
1.0,3.0,3.0,2.125,5.344827586206897,3.25,9.15625
2.0,2.0,3.0,8.875,1.3103448275862069,3.25,8.875
2.0,2.0,1.0,1.0,6.275862068965518,3.25,8.875
2.0,1.0,2.0,1.0,5.9655172413793105,7.75,8.875
2.0,1.0,2.0,1.0,8.137931034482758,5.5,8.875
2.0,3.0,3.0,1.0,5.655172413793104,2.125,8.875
1.0,4.0,3.0,2.125,5.9655172413793105,7.1875,8.875
1.0,4.0,1.0,1.0,,3.8125,8.875
1.0,3.0,2.0,1.0,3.1724137931034484,7.75,8.875
1.0,4.0,1.0,2.125,6.275862068965518,4.9375,8.875
2.0,3.0,1.0,1.0,3.4827586206896552,4.9375,9.15625
2.0,3.0,1.0,1.0,4.724137931034483,5.5,8.875
1.0,3.0,1.0,1.0,4.724137931034483,2.6875,8.875
2.0,1.0,3.0,1.0,5.344827586206897,2.125,9.15625
2.0,3.0,2.0,2.125,8.137931034482758,2.6875,9.4375
2.0,2.0,1.0,1.0,5.655172413793104,4.375,9.4375
1.0,2.0,4.0,1.0,6.8965517241379315,4.9375,8.875
1.0,2.0,4.0,2.125,6.8965517241379315,1.5625,8.875
1.0,4.0,2.0,1.0,7.206896551724138,6.625,9.4375
2.0,3.0,1.0,2.125,7.517241379310345,1.5625,8.875
2.0,3.0,1.0,2.125,5.655172413793104,,9.15625
1.0,3.0,3.0,1.0,4.103448275862069,4.375,8.875
2.0,3.0,1.0,3.25,5.0344827586206895,5.5,8.875
2.0,3.0,2.0,2.125,7.206896551724138,3.25,9.71875
2.0,3.0,2.0,2.125,7.206896551724138,3.8125,9.71875
1.0,3.0,4.0,3.25,5.655172413793104,3.8125,8.875
2.0,2.0,3.0,1.0,5.9655172413793105,3.25,8.875
2.0,2.0,4.0,1.0,8.758620689655173,1.5625,8.875
2.0,3.0,1.0,2.125,7.517241379310345,1.5625,8.875
1.0,4.0,1.0,2.125,6.275862068965518,2.6875,8.875
2.0,4.0,4.0,1.0,6.275862068965518,4.9375,9.15625
2.0,3.0,1.0,1.0,7.517241379310345,1.0,9.4375
1.0,2.0,3.0,1.0,,3.8125,8.875
2.0,3.0,1.0,2.125,7.206896551724138,2.125,8.875
1.0,4.0,2.0,1.0,5.655172413793104,2.125,9.15625
2.0,3.0,3.0,1.0,4.413793103448276,3.8125,8.875
1.0,3.0,3.0,1.0,5.344827586206897,5.5,8.875
2.0,4.0,3.0,2.125,3.1724137931034484,3.25,8.875
1.0,4.0,3.0,1.0,4.724137931034483,3.8125,9.4375
1.0,4.0,2.0,1.0,6.586206896551724,3.25,8.875
1.0,4.0,1.0,1.0,5.344827586206897,7.75,8.875
2.0,4.0,1.0,1.0,8.137931034482758,2.6875,8.875
1.0,3.0,3.0,1.0,8.137931034482758,3.25,8.875
2.0,2.0,1.0,3.25,6.275862068965518,2.6875,8.875
2.0,1.0,3.0,1.0,,3.8125,8.875
1.0,1.0,1.0,2.125,5.0344827586206895,4.9375,8.875
1.0,4.0,1.0,2.125,8.448275862068966,3.25,8.875
1.0,4.0,3.0,2.125,4.413793103448276,5.5,8.875
2.0,3.0,3.0,1.0,7.517241379310345,3.25,8.875
2.0,4.0,1.0,2.125,3.1724137931034484,5.5,8.875
2.0,3.0,1.0,1.0,6.275862068965518,2.125,9.15625
2.0,2.0,2.0,1.0,8.137931034482758,5.5,8.875
2.0,3.0,1.0,2.125,7.8275862068965525,1.5625,8.875
1.0,2.0,3.0,3.25,1.0,,8.875
2.0,1.0,1.0,2.125,5.9655172413793105,2.125,8.875
2.0,3.0,1.0,1.0,7.206896551724138,4.375,8.875
1.0,1.0,2.0,2.125,7.8275862068965525,2.125,7.1875
2.0,2.0,4.0,3.25,5.0344827586206895,1.5625,8.875
2.0,2.0,1.0,1.0,7.8275862068965525,2.125,9.15625
1.0,3.0,3.0,2.125,4.103448275862069,7.75,8.875
1.0,3.0,3.0,2.125,5.655172413793104,2.6875,8.875
1.0,1.0,3.0,1.0,6.275862068965518,5.5,8.875
2.0,2.0,4.0,3.25,1.6206896551724137,2.125,8.875
1.0,4.0,2.0,1.0,,1.5625,9.4375
1.0,1.0,4.0,2.125,3.1724137931034484,4.9375,3.8125
2.0,1.0,4.0,2.125,7.206896551724138,2.6875,7.75
1.0,3.0,1.0,1.0,,5.5,8.875
2.0,3.0,1.0,1.0,7.517241379310345,6.0625,8.875
2.0,3.0,1.0,1.0,,6.0625,8.875
2.0,3.0,2.0,2.125,7.206896551724138,2.6875,9.4375
2.0,3.0,2.0,1.0,6.275862068965518,3.25,8.875
2.0,3.0,3.0,1.0,6.275862068965518,3.8125,8.875
2.0,3.0,1.0,2.125,8.137931034482758,3.8125,8.875
2.0,3.0,1.0,1.0,5.344827586206897,7.75,8.875
2.0,4.0,1.0,1.0,5.344827586206897,4.375,8.875
2.0,4.0,1.0,1.0,6.586206896551724,2.6875,8.875
2.0,3.0,1.0,3.25,6.8965517241379315,4.375,8.875
2.0,4.0,2.0,3.25,6.586206896551724,3.25,8.875
1.0,4.0,4.0,2.125,5.655172413793104,4.9375,9.15625
2.0,4.0,1.0,1.0,7.8275862068965525,1.5625,8.875
1.0,4.0,1.0,1.0,5.9655172413793105,5.5,8.875
1.0,4.0,2.0,2.125,6.586206896551724,4.375,8.875
2.0,5.0,1.0,1.0,,5.5,8.875
1.0,1.0,1.0,1.0,4.724137931034483,3.25,8.875
2.0,3.0,1.0,1.0,5.655172413793104,3.25,8.875
1.0,4.0,1.0,1.0,,4.9375,8.875
1.0,2.0,1.0,3.25,5.655172413793104,2.125,8.875
2.0,1.0,1.0,1.0,7.8275862068965525,2.6875,8.875
2.0,4.0,1.0,2.125,6.8965517241379315,4.375,8.875
1.0,3.0,3.0,1.0,6.586206896551724,4.9375,8.875
2.0,5.0,1.0,1.0,4.724137931034483,4.9375,8.875
2.0,3.0,2.0,1.0,5.9655172413793105,3.25,9.15625
2.0,1.0,1.0,3.25,1.0,2.125,8.875
2.0,3.0,1.0,1.0,8.137931034482758,2.125,8.875
2.0,1.0,2.0,2.125,5.9655172413793105,3.8125,8.875
1.0,4.0,4.0,2.125,5.344827586206897,2.125,8.875
1.0,3.0,2.0,1.0,6.8965517241379315,4.375,8.875
1.0,4.0,3.0,2.125,5.9655172413793105,5.5,8.875
2.0,4.0,1.0,2.125,7.517241379310345,5.5,8.875
1.0,4.0,1.0,1.0,7.8275862068965525,2.6875,8.875
1.0,4.0,2.0,1.0,8.137931034482758,2.125,8.875
1.0,4.0,2.0,1.0,2.2413793103448274,6.625,8.875
2.0,3.0,1.0,1.0,4.724137931034483,2.6875,9.15625
2.0,5.0,1.0,2.125,7.517241379310345,3.25,8.875
1.0,5.0,2.0,2.125,6.8965517241379315,3.8125,8.875
2.0,1.0,4.0,8.875,1.0,3.25,8.875
2.0,3.0,1.0,1.0,7.517241379310345,2.125,8.875
2.0,4.0,1.0,2.125,8.137931034482758,5.5,8.875
1.0,4.0,1.0,2.125,6.586206896551724,4.9375,8.875
2.0,1.0,2.0,1.0,3.1724137931034484,4.9375,9.4375
2.0,4.0,1.0,2.125,5.9655172413793105,2.125,9.71875
1.0,5.0,1.0,2.125,4.103448275862069,4.375,8.875
1.0,4.0,2.0,3.25,5.0344827586206895,2.125,8.875
1.0,4.0,1.0,3.25,3.1724137931034484,4.375,8.875
2.0,4.0,1.0,2.125,1.3103448275862069,3.25,8.875
2.0,3.0,1.0,2.125,6.275862068965518,3.8125,8.875
2.0,4.0,2.0,1.0,1.0,4.9375,9.15625
1.0,4.0,1.0,1.0,5.344827586206897,3.25,8.875
1.0,1.0,4.0,1.0,6.586206896551724,4.375,8.875
1.0,2.0,1.0,1.0,3.1724137931034484,5.5,9.15625
2.0,3.0,4.0,1.0,7.206896551724138,6.0625,8.875
2.0,1.0,3.0,1.0,5.655172413793104,4.375,8.875
1.0,4.0,1.0,1.0,8.137931034482758,3.8125,9.71875
1.0,3.0,1.0,2.125,3.1724137931034484,2.6875,8.875
2.0,2.0,1.0,1.0,4.103448275862069,2.6875,8.875
2.0,3.0,1.0,2.125,6.8965517241379315,4.9375,8.875
2.0,3.0,2.0,1.0,6.8965517241379315,2.6875,8.875
1.0,4.0,1.0,2.125,3.4827586206896552,4.9375,9.15625
1.0,3.0,3.0,1.0,5.0344827586206895,2.125,8.875
1.0,3.0,2.0,1.0,,3.25,8.875
