sexo,escol,Tam_loc,agg_economic_globalization_attitudes,agg_international_institutional_engagement,agg_transnational_exposure
1.0,2.0,1.0,3.25,1.4864864864864864,2.125
2.0,1.0,4.0,4.857142857142858,3.9189189189189184,2.125
2.0,3.0,3.0,1.3214285714285714,2.4594594594594597,2.125
2.0,2.0,1.0,10.0,4.405405405405405,2.125
2.0,1.0,3.0,3.25,7.8108108108108105,2.125
2.0,1.0,4.0,7.75,4.405405405405405,2.125
1.0,2.0,1.0,6.142857142857143,3.4324324324324325,2.125
2.0,3.0,1.0,1.0,1.7297297297297298,2.125
2.0,3.0,1.0,1.3214285714285714,1.9729729729729728,2.125
1.0,2.0,1.0,1.3214285714285714,1.9729729729729728,2.125
2.0,4.0,1.0,1.0,1.7297297297297298,2.125
1.0,1.0,4.0,,4.405405405405405,2.125
2.0,1.0,3.0,10.0,8.054054054054053,2.125
2.0,1.0,3.0,10.0,7.8108108108108105,2.125
2.0,2.0,4.0,6.142857142857143,4.648648648648649,2.125
2.0,1.0,4.0,6.464285714285714,9.513513513513512,2.125
2.0,2.0,4.0,1.3214285714285714,2.9459459459459456,2.125
1.0,3.0,3.0,1.3214285714285714,1.4864864864864864,2.125
2.0,1.0,1.0,6.142857142857143,1.4864864864864864,2.125
2.0,2.0,4.0,6.142857142857143,4.162162162162162,2.125
2.0,4.0,3.0,1.0,1.4864864864864864,2.125
2.0,2.0,2.0,7.75,6.108108108108109,2.125
1.0,3.0,2.0,1.3214285714285714,3.189189189189189,2.125
1.0,3.0,4.0,,1.7297297297297298,2.125
1.0,1.0,3.0,1.0,3.9189189189189184,1.0
1.0,1.0,2.0,1.6428571428571428,2.7027027027027026,2.125
1.0,4.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,1.0,3.0,3.25,1.0,2.125
1.0,3.0,1.0,1.9642857142857144,1.7297297297297298,2.125
2.0,1.0,3.0,1.0,1.4864864864864864,2.125
2.0,4.0,4.0,2.2857142857142856,3.189189189189189,2.125
2.0,3.0,4.0,3.25,4.891891891891891,2.125
1.0,1.0,2.0,8.392857142857142,6.594594594594594,2.125
1.0,1.0,3.0,7.75,4.405405405405405,2.125
1.0,1.0,4.0,1.0,2.7027027027027026,2.125
2.0,3.0,4.0,2.2857142857142856,3.6756756756756754,2.125
1.0,4.0,1.0,,2.7027027027027026,2.125
1.0,3.0,2.0,1.0,1.4864864864864864,2.125
1.0,3.0,3.0,1.0,1.4864864864864864,2.125
1.0,2.0,3.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,1.0,3.5714285714285716,1.9729729729729728,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,1.0,1.3214285714285714,6.837837837837837,2.125
1.0,2.0,3.0,1.0,1.4864864864864864,2.125
2.0,4.0,3.0,,1.9729729729729728,2.125
2.0,2.0,3.0,1.0,1.7297297297297298,2.125
2.0,4.0,2.0,1.9642857142857144,1.0,2.125
2.0,3.0,3.0,1.9642857142857144,1.4864864864864864,2.125
1.0,4.0,1.0,1.3214285714285714,3.189189189189189,1.0
1.0,3.0,1.0,1.3214285714285714,1.2432432432432432,1.0
1.0,1.0,4.0,1.0,1.4864864864864864,2.125
2.0,1.0,3.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,2.0,1.0,1.4864864864864864,2.125
1.0,3.0,2.0,1.0,1.4864864864864864,2.125
1.0,3.0,1.0,1.0,1.4864864864864864,2.125
1.0,2.0,4.0,5.821428571428571,5.864864864864865,2.125
1.0,4.0,4.0,1.3214285714285714,2.9459459459459456,2.125
2.0,4.0,4.0,1.6428571428571428,1.4864864864864864,2.125
2.0,2.0,4.0,1.3214285714285714,2.4594594594594597,2.125
2.0,2.0,4.0,4.214285714285714,6.594594594594594,2.125
2.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,4.0,1.0,1.3214285714285714,2.7027027027027026,2.125
1.0,2.0,1.0,1.3214285714285714,2.7027027027027026,2.125
2.0,1.0,1.0,1.0,1.7297297297297298,2.125
2.0,2.0,1.0,4.214285714285714,1.4864864864864864,2.125
1.0,4.0,2.0,3.892857142857143,1.7297297297297298,2.125
2.0,2.0,4.0,1.3214285714285714,3.4324324324324325,2.125
2.0,4.0,1.0,1.3214285714285714,3.4324324324324325,2.125
2.0,5.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,4.0,4.214285714285714,2.7027027027027026,2.125
1.0,4.0,1.0,1.9642857142857144,1.4864864864864864,2.125
1.0,3.0,4.0,1.9642857142857144,1.4864864864864864,1.0
1.0,5.0,3.0,1.3214285714285714,2.7027027027027026,2.125
2.0,4.0,1.0,1.6428571428571428,1.4864864864864864,10.0
2.0,3.0,1.0,1.3214285714285714,2.7027027027027026,2.125
2.0,3.0,4.0,2.928571428571429,1.4864864864864864,2.125
2.0,1.0,1.0,,4.162162162162162,8.875
2.0,5.0,1.0,1.6428571428571428,1.7297297297297298,2.125
2.0,3.0,3.0,1.0,1.9729729729729728,2.125
2.0,2.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,2.0,1.0,1.7297297297297298,2.125
1.0,4.0,1.0,1.0,1.0,1.0
2.0,3.0,1.0,1.9642857142857144,6.351351351351351,2.125
2.0,3.0,1.0,4.214285714285714,3.6756756756756754,2.125
1.0,1.0,2.0,1.6428571428571428,3.4324324324324325,2.125
2.0,3.0,3.0,1.6428571428571428,1.2432432432432432,2.125
2.0,1.0,1.0,5.5,2.7027027027027026,2.125
2.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,2.0,1.0,1.0,3.189189189189189,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,2.0,2.0,1.6428571428571428,1.0,2.125
2.0,2.0,2.0,1.6428571428571428,1.7297297297297298,1.0
2.0,3.0,4.0,1.0,1.4864864864864864,2.125
2.0,5.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,4.0,1.0,1.9642857142857144,3.189189189189189,2.125
1.0,1.0,3.0,1.3214285714285714,4.162162162162162,1.0
2.0,4.0,2.0,1.0,1.0,2.125
2.0,3.0,1.0,5.5,2.7027027027027026,2.125
1.0,4.0,1.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,3.0,1.0,2.2857142857142856,3.6756756756756754,2.125
2.0,4.0,1.0,2.2857142857142856,3.9189189189189184,2.125
2.0,5.0,1.0,8.071428571428571,1.4864864864864864,2.125
1.0,2.0,4.0,,2.7027027027027026,2.125
1.0,1.0,2.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,1.0,1.6428571428571428,1.0,2.125
2.0,1.0,4.0,7.75,2.7027027027027026,2.125
2.0,2.0,2.0,1.9642857142857144,1.9729729729729728,2.125
1.0,1.0,4.0,,5.378378378378378,2.125
1.0,3.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,2.0,2.0,1.0,1.4864864864864864,2.125
2.0,2.0,1.0,1.6428571428571428,2.7027027027027026,2.125
2.0,3.0,1.0,3.892857142857143,1.2432432432432432,2.125
2.0,4.0,1.0,1.3214285714285714,1.0,2.125
1.0,4.0,1.0,1.0,1.7297297297297298,1.0
1.0,5.0,3.0,1.9642857142857144,1.4864864864864864,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,1.0,1.0,1.4864864864864864,1.0
2.0,3.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,3.0,2.0,1.3214285714285714,2.2162162162162162,2.125
1.0,3.0,1.0,2.607142857142857,1.0,2.125
1.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,1.0,3.0,10.0,10.0,2.125
2.0,3.0,3.0,1.9642857142857144,4.405405405405405,2.125
2.0,3.0,3.0,1.6428571428571428,3.4324324324324325,2.125
2.0,2.0,4.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,,2.2162162162162162,2.125
2.0,3.0,1.0,3.25,1.4864864864864864,2.125
1.0,4.0,1.0,1.9642857142857144,3.6756756756756754,2.125
2.0,3.0,3.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,4.0,3.5714285714285716,1.0,1.0
1.0,3.0,3.0,6.464285714285714,3.189189189189189,2.125
2.0,3.0,1.0,2.928571428571429,1.4864864864864864,2.125
1.0,3.0,2.0,1.6428571428571428,1.2432432432432432,2.125
2.0,3.0,3.0,1.9642857142857144,1.9729729729729728,2.125
2.0,4.0,3.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,1.0,1.0,1.7297297297297298,2.125
2.0,3.0,1.0,1.0,2.9459459459459456,2.125
2.0,3.0,2.0,2.2857142857142856,1.4864864864864864,2.125
1.0,4.0,3.0,1.0,1.4864864864864864,2.125
2.0,3.0,3.0,8.071428571428571,7.8108108108108105,2.125
1.0,4.0,1.0,1.9642857142857144,2.2162162162162162,2.125
2.0,2.0,1.0,1.0,1.4864864864864864,2.125
1.0,1.0,1.0,1.0,4.405405405405405,2.125
1.0,3.0,3.0,1.0,1.4864864864864864,2.125
1.0,5.0,1.0,2.928571428571429,1.7297297297297298,2.125
1.0,2.0,1.0,4.535714285714286,1.4864864864864864,2.125
2.0,3.0,1.0,3.5714285714285716,1.7297297297297298,2.125
1.0,4.0,2.0,1.6428571428571428,1.2432432432432432,2.125
2.0,1.0,2.0,1.0,2.7027027027027026,2.125
1.0,4.0,2.0,3.892857142857143,1.7297297297297298,2.125
1.0,3.0,4.0,1.6428571428571428,1.0,2.125
1.0,3.0,1.0,3.5714285714285716,1.0,2.125
1.0,4.0,1.0,3.25,2.7027027027027026,2.125
1.0,3.0,2.0,4.214285714285714,1.4864864864864864,2.125
2.0,3.0,1.0,2.607142857142857,1.2432432432432432,2.125
2.0,5.0,3.0,1.0,5.378378378378378,2.125
1.0,4.0,1.0,1.9642857142857144,1.2432432432432432,2.125
1.0,3.0,2.0,4.214285714285714,2.7027027027027026,2.125
1.0,5.0,3.0,1.0,1.2432432432432432,2.125
2.0,4.0,3.0,1.0,1.0,2.125
1.0,3.0,4.0,2.607142857142857,3.6756756756756754,2.125
1.0,4.0,3.0,1.3214285714285714,2.2162162162162162,2.125
1.0,4.0,2.0,1.0,1.4864864864864864,1.0
2.0,2.0,3.0,4.214285714285714,1.2432432432432432,2.125
1.0,4.0,1.0,,1.0,2.125
2.0,3.0,1.0,4.214285714285714,1.0,2.125
1.0,4.0,1.0,,1.4864864864864864,2.125
2.0,3.0,1.0,1.0,1.7297297297297298,2.125
2.0,1.0,2.0,1.6428571428571428,1.7297297297297298,2.125
2.0,3.0,1.0,1.0,1.7297297297297298,2.125
2.0,2.0,1.0,3.25,4.405405405405405,2.125
1.0,3.0,4.0,1.3214285714285714,1.0,2.125
2.0,3.0,4.0,1.3214285714285714,2.9459459459459456,2.125
2.0,3.0,3.0,1.3214285714285714,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,3.0,4.0,1.3214285714285714,2.2162162162162162,10.0
2.0,4.0,4.0,3.892857142857143,2.2162162162162162,2.125
2.0,4.0,3.0,1.3214285714285714,1.2432432432432432,2.125
1.0,4.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,2.0,1.0,3.25,1.4864864864864864,2.125
1.0,5.0,2.0,1.9642857142857144,3.189189189189189,2.125
2.0,2.0,4.0,3.25,5.621621621621621,2.125
2.0,5.0,1.0,1.3214285714285714,1.7297297297297298,2.125
1.0,3.0,3.0,1.9642857142857144,1.4864864864864864,2.125
1.0,3.0,3.0,1.9642857142857144,4.405405405405405,2.125
2.0,3.0,2.0,2.2857142857142856,1.4864864864864864,2.125
2.0,3.0,3.0,1.0,1.9729729729729728,2.125
2.0,1.0,1.0,3.5714285714285716,4.648648648648649,1.0
1.0,1.0,1.0,1.0,2.7027027027027026,2.125
1.0,4.0,1.0,,2.2162162162162162,2.125
2.0,5.0,2.0,5.5,2.7027027027027026,2.125
1.0,4.0,2.0,,1.2432432432432432,2.125
2.0,2.0,4.0,3.5714285714285716,1.9729729729729728,2.125
1.0,5.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,3.0,4.0,5.5,1.0,2.125
1.0,2.0,4.0,1.3214285714285714,1.2432432432432432,2.125
1.0,3.0,2.0,1.9642857142857144,1.9729729729729728,2.125
2.0,4.0,3.0,1.0,1.0,10.0
2.0,3.0,1.0,4.214285714285714,4.162162162162162,2.125
2.0,2.0,3.0,10.0,6.108108108108109,2.125
1.0,3.0,4.0,1.0,1.4864864864864864,1.0
2.0,2.0,1.0,1.0,4.405405405405405,2.125
1.0,3.0,1.0,3.892857142857143,1.2432432432432432,2.125
1.0,1.0,3.0,10.0,7.8108108108108105,2.125
2.0,3.0,2.0,8.071428571428571,2.7027027027027026,2.125
1.0,3.0,2.0,1.6428571428571428,1.4864864864864864,2.125
2.0,2.0,4.0,1.0,1.7297297297297298,2.125
2.0,2.0,1.0,1.0,3.189189189189189,2.125
1.0,1.0,4.0,10.0,7.8108108108108105,2.125
2.0,3.0,4.0,2.607142857142857,3.6756756756756754,2.125
1.0,3.0,1.0,1.9642857142857144,1.4864864864864864,2.125
1.0,2.0,1.0,,3.4324324324324325,2.125
1.0,4.0,3.0,2.607142857142857,1.9729729729729728,2.125
2.0,1.0,4.0,2.607142857142857,1.2432432432432432,2.125
2.0,4.0,1.0,1.6428571428571428,1.4864864864864864,2.125
1.0,4.0,1.0,1.6428571428571428,1.2432432432432432,2.125
1.0,3.0,1.0,1.6428571428571428,2.7027027027027026,2.125
1.0,2.0,4.0,2.2857142857142856,1.4864864864864864,2.125
2.0,2.0,3.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,3.0,3.25,1.4864864864864864,2.125
2.0,3.0,4.0,7.75,2.2162162162162162,2.125
2.0,4.0,1.0,1.0,3.189189189189189,2.125
1.0,2.0,1.0,1.6428571428571428,2.4594594594594597,2.125
1.0,1.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,3.0,1.3214285714285714,1.0,2.125
1.0,2.0,1.0,1.0,1.2432432432432432,2.125
1.0,3.0,3.0,1.0,1.0,1.0
2.0,3.0,1.0,2.2857142857142856,3.189189189189189,2.125
2.0,4.0,2.0,2.2857142857142856,1.7297297297297298,2.125
1.0,3.0,3.0,1.0,3.4324324324324325,2.125
1.0,4.0,3.0,1.9642857142857144,1.4864864864864864,2.125
1.0,1.0,3.0,6.142857142857143,2.7027027027027026,2.125
2.0,2.0,4.0,1.0,1.0,2.125
2.0,4.0,3.0,1.0,3.4324324324324325,2.125
2.0,3.0,4.0,1.0,2.9459459459459456,2.125
1.0,3.0,1.0,1.6428571428571428,2.7027027027027026,2.125
2.0,4.0,2.0,3.5714285714285716,1.2432432432432432,2.125
2.0,3.0,3.0,1.0,1.0,2.125
1.0,4.0,3.0,1.0,1.0,2.125
1.0,3.0,4.0,1.3214285714285714,1.7297297297297298,2.125
2.0,4.0,3.0,1.9642857142857144,1.7297297297297298,2.125
2.0,3.0,3.0,3.892857142857143,1.4864864864864864,2.125
1.0,5.0,1.0,1.0,1.0,2.125
1.0,3.0,3.0,1.0,2.2162162162162162,2.125
2.0,3.0,2.0,2.2857142857142856,1.4864864864864864,2.125
1.0,3.0,1.0,3.25,1.2432432432432432,2.125
2.0,5.0,3.0,2.2857142857142856,1.7297297297297298,1.0
1.0,3.0,4.0,1.6428571428571428,1.0,2.125
2.0,1.0,1.0,6.142857142857143,4.648648648648649,2.125
2.0,4.0,3.0,1.3214285714285714,1.7297297297297298,1.0
2.0,4.0,4.0,1.0,2.4594594594594597,2.125
1.0,4.0,3.0,1.9642857142857144,2.7027027027027026,2.125
1.0,5.0,3.0,1.0,3.4324324324324325,2.125
1.0,5.0,3.0,1.6428571428571428,1.4864864864864864,2.125
1.0,3.0,3.0,1.6428571428571428,1.7297297297297298,2.125
2.0,4.0,1.0,1.3214285714285714,1.0,2.125
2.0,4.0,3.0,1.3214285714285714,3.4324324324324325,2.125
2.0,2.0,3.0,1.0,1.0,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,5.0,1.0,1.9642857142857144,1.4864864864864864,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,2.0,4.0,4.535714285714286,1.4864864864864864,2.125
2.0,4.0,2.0,2.2857142857142856,1.4864864864864864,1.0
1.0,3.0,3.0,1.6428571428571428,2.7027027027027026,2.125
2.0,4.0,1.0,1.9642857142857144,2.7027027027027026,2.125
1.0,1.0,1.0,3.892857142857143,1.2432432432432432,2.125
2.0,1.0,1.0,3.5714285714285716,2.4594594594594597,2.125
1.0,1.0,2.0,7.75,4.648648648648649,2.125
1.0,2.0,1.0,1.0,1.4864864864864864,2.125
1.0,2.0,1.0,1.0,1.7297297297297298,2.125
2.0,3.0,1.0,,1.0,2.125
1.0,5.0,1.0,,2.2162162162162162,2.125
2.0,4.0,1.0,1.6428571428571428,1.7297297297297298,2.125
2.0,1.0,1.0,1.6428571428571428,3.4324324324324325,2.125
2.0,3.0,4.0,1.0,1.7297297297297298,10.0
2.0,1.0,3.0,1.3214285714285714,1.0,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,1.0,4.0,,6.108108108108109,2.125
2.0,1.0,1.0,1.6428571428571428,2.7027027027027026,2.125
1.0,3.0,3.0,1.6428571428571428,1.4864864864864864,2.125
2.0,4.0,1.0,,1.4864864864864864,2.125
1.0,3.0,3.0,1.6428571428571428,1.2432432432432432,1.0
2.0,4.0,3.0,1.9642857142857144,1.0,2.125
2.0,1.0,1.0,4.857142857142858,3.189189189189189,2.125
1.0,4.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,4.535714285714286,2.7027027027027026,2.125
1.0,5.0,3.0,1.0,1.0,2.125
2.0,3.0,1.0,2.2857142857142856,1.4864864864864864,2.125
2.0,2.0,4.0,1.6428571428571428,1.2432432432432432,2.125
2.0,3.0,3.0,1.0,1.9729729729729728,2.125
2.0,4.0,4.0,2.2857142857142856,2.4594594594594597,2.125
2.0,3.0,4.0,1.3214285714285714,2.2162162162162162,2.125
2.0,3.0,3.0,1.3214285714285714,2.4594594594594597,2.125
1.0,2.0,1.0,1.0,3.4324324324324325,1.0
1.0,4.0,1.0,1.9642857142857144,1.7297297297297298,2.125
1.0,3.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,1.0,1.0,9.357142857142858,1.4864864864864864,2.125
2.0,3.0,1.0,,2.2162162162162162,2.125
2.0,4.0,2.0,1.0,3.189189189189189,2.125
2.0,3.0,1.0,,1.9729729729729728,2.125
1.0,4.0,1.0,,1.4864864864864864,2.125
2.0,4.0,2.0,1.6428571428571428,1.4864864864864864,2.125
1.0,3.0,1.0,1.9642857142857144,3.4324324324324325,2.125
1.0,5.0,3.0,1.3214285714285714,1.0,2.125
1.0,4.0,4.0,4.214285714285714,4.405405405405405,2.125
2.0,3.0,1.0,2.2857142857142856,1.7297297297297298,2.125
2.0,4.0,1.0,1.9642857142857144,1.7297297297297298,2.125
2.0,4.0,1.0,1.6428571428571428,1.2432432432432432,10.0
2.0,1.0,1.0,2.2857142857142856,1.2432432432432432,2.125
2.0,2.0,1.0,1.6428571428571428,1.4864864864864864,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,1.0,3.892857142857143,1.7297297297297298,2.125
1.0,3.0,1.0,,1.9729729729729728,2.125
2.0,4.0,1.0,,2.2162162162162162,2.125
1.0,3.0,1.0,1.6428571428571428,1.0,2.125
1.0,3.0,1.0,2.2857142857142856,1.9729729729729728,2.125
1.0,1.0,1.0,,3.4324324324324325,2.125
1.0,4.0,3.0,1.3214285714285714,1.0,1.0
1.0,4.0,4.0,1.6428571428571428,1.4864864864864864,2.125
1.0,2.0,3.0,1.0,2.9459459459459456,2.125
1.0,2.0,3.0,1.0,1.4864864864864864,2.125
2.0,2.0,3.0,1.6428571428571428,3.189189189189189,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,1.0,1.0,8.392857142857142,6.351351351351351,2.125
1.0,4.0,2.0,1.6428571428571428,1.4864864864864864,2.125
1.0,4.0,1.0,,1.9729729729729728,2.125
2.0,3.0,1.0,1.6428571428571428,1.4864864864864864,10.0
2.0,1.0,1.0,6.142857142857143,4.648648648648649,2.125
2.0,1.0,1.0,8.071428571428571,4.648648648648649,2.125
2.0,4.0,1.0,1.3214285714285714,1.7297297297297298,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,4.0,,2.2162162162162162,2.125
2.0,3.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,5.0,1.0,3.892857142857143,1.9729729729729728,2.125
2.0,4.0,3.0,1.9642857142857144,1.4864864864864864,2.125
2.0,3.0,3.0,1.0,2.2162162162162162,2.125
1.0,3.0,1.0,1.3214285714285714,3.4324324324324325,2.125
2.0,4.0,3.0,1.0,1.2432432432432432,2.125
1.0,4.0,2.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
1.0,3.0,4.0,,2.2162162162162162,2.125
1.0,3.0,4.0,,2.2162162162162162,2.125
2.0,3.0,4.0,1.3214285714285714,2.7027027027027026,2.125
2.0,3.0,3.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,1.6428571428571428,1.7297297297297298,2.125
1.0,3.0,1.0,1.0,1.7297297297297298,1.0
2.0,2.0,1.0,1.6428571428571428,2.9459459459459456,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,4.0,1.0,1.3214285714285714,1.0,2.125
2.0,5.0,1.0,,1.7297297297297298,2.125
2.0,3.0,1.0,2.607142857142857,4.891891891891891,2.125
2.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,3.0,1.3214285714285714,1.7297297297297298,2.125
1.0,1.0,2.0,1.3214285714285714,1.4864864864864864,2.125
2.0,5.0,1.0,3.25,1.4864864864864864,2.125
2.0,3.0,1.0,4.535714285714286,2.7027027027027026,10.0
1.0,4.0,1.0,1.0,1.4864864864864864,2.125
1.0,4.0,1.0,1.0,1.4864864864864864,2.125
2.0,2.0,4.0,3.892857142857143,2.7027027027027026,2.125
2.0,4.0,2.0,1.9642857142857144,1.4864864864864864,2.125
2.0,3.0,1.0,2.607142857142857,4.891891891891891,2.125
2.0,4.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,2.0,1.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,1.0,1.6428571428571428,1.2432432432432432,2.125
2.0,4.0,1.0,,1.7297297297297298,2.125
1.0,4.0,2.0,3.892857142857143,1.7297297297297298,2.125
1.0,3.0,3.0,1.3214285714285714,1.9729729729729728,2.125
1.0,3.0,1.0,5.821428571428571,1.2432432432432432,2.125
1.0,3.0,1.0,1.9642857142857144,1.0,2.125
1.0,5.0,1.0,3.892857142857143,2.2162162162162162,2.125
1.0,4.0,1.0,1.3214285714285714,1.0,2.125
1.0,3.0,3.0,1.3214285714285714,1.4864864864864864,2.125
2.0,3.0,4.0,3.5714285714285716,2.9459459459459456,2.125
2.0,3.0,4.0,1.0,1.4864864864864864,2.125
2.0,1.0,1.0,4.535714285714286,6.837837837837837,2.125
1.0,3.0,1.0,1.0,1.7297297297297298,1.0
1.0,3.0,3.0,4.214285714285714,1.2432432432432432,1.0
2.0,4.0,1.0,2.928571428571429,3.6756756756756754,2.125
1.0,3.0,2.0,1.0,1.2432432432432432,2.125
2.0,5.0,1.0,,3.6756756756756754,2.125
1.0,5.0,1.0,1.0,1.4864864864864864,2.125
2.0,3.0,1.0,1.6428571428571428,1.0,2.125
2.0,3.0,3.0,1.0,1.4864864864864864,2.125
2.0,5.0,1.0,,2.4594594594594597,2.125
1.0,3.0,1.0,1.0,1.4864864864864864,2.125
1.0,2.0,1.0,1.6428571428571428,2.7027027027027026,2.125
1.0,4.0,1.0,1.3214285714285714,2.7027027027027026,2.125
1.0,4.0,1.0,1.6428571428571428,1.7297297297297298,2.125
2.0,2.0,1.0,,2.7027027027027026,2.125
1.0,3.0,2.0,1.3214285714285714,1.4864864864864864,2.125
1.0,2.0,3.0,1.6428571428571428,1.2432432432432432,2.125
2.0,4.0,1.0,1.3214285714285714,1.2432432432432432,2.125
2.0,3.0,1.0,1.6428571428571428,1.9729729729729728,2.125
2.0,1.0,1.0,4.214285714285714,2.4594594594594597,10.0
1.0,4.0,3.0,1.3214285714285714,1.0,2.125
