sexo,escol,Tam_loc,agg_household_science_cultural_capital,agg_institutional_trust_in_science,agg_perceived_societal_value_of_science_technology,agg_science_technology_interest_engagement,agg_science_technology_self_efficacy
1.0,3.0,2.0,9.142857142857144,6.7,4.9375,7.9750000000000005,4.960000000000001
2.0,1.0,2.0,8.92857142857143,7.0,3.812499999999999,8.2,6.760000000000002
1.0,1.0,2.0,8.5,5.2,,7.5249999999999995,5.6800000000000015
2.0,1.0,2.0,9.142857142857144,6.4,,7.9750000000000005,6.760000000000002
1.0,4.0,2.0,8.92857142857143,7.0,5.21875,6.3999999999999995,
1.0,1.0,2.0,8.5,5.5,7.749999999999999,,4.960000000000001
2.0,3.0,2.0,8.714285714285712,7.0,,8.2,6.040000000000001
2.0,2.0,2.0,8.714285714285712,6.7,4.9375,7.75,5.319999999999999
2.0,2.0,2.0,8.5,3.4,5.21875,6.3999999999999995,2.4400000000000004
1.0,1.0,2.0,4.214285714285715,7.6,5.5,8.649999999999999,6.040000000000001
1.0,5.0,2.0,8.92857142857143,7.9,3.812499999999999,9.325000000000001,8.560000000000002
1.0,2.0,2.0,8.5,7.6,5.21875,7.75,
2.0,3.0,2.0,8.92857142857143,8.2,4.65625,8.2,6.4
2.0,4.0,2.0,8.714285714285712,8.8,,7.5249999999999995,
1.0,3.0,2.0,8.5,6.7,3.812499999999999,8.2,5.6800000000000015
2.0,4.0,2.0,9.357142857142856,8.5,3.812499999999999,8.425,4.960000000000001
1.0,4.0,2.0,8.92857142857143,7.9,3.812499999999999,8.425,5.6800000000000015
1.0,2.0,2.0,8.5,7.3,4.375,7.9750000000000005,6.760000000000002
2.0,3.0,2.0,8.5,7.6,5.21875,8.2,6.4
2.0,3.0,2.0,8.714285714285712,7.6,4.375,8.2,6.4
2.0,1.0,2.0,8.5,8.5,5.5,5.2749999999999995,
1.0,5.0,2.0,9.142857142857144,7.6,4.375,9.325000000000001,7.480000000000001
1.0,2.0,2.0,8.5,6.7,,7.3,3.52
1.0,3.0,1.0,9.357142857142856,7.3,3.812499999999999,8.2,4.960000000000001
2.0,2.0,1.0,9.357142857142856,7.9,3.812499999999999,8.2,6.4
1.0,2.0,1.0,8.92857142857143,7.3,3.5312499999999996,8.649999999999999,6.760000000000002
2.0,3.0,1.0,9.357142857142856,7.9,5.5,7.75,5.6800000000000015
2.0,4.0,1.0,8.714285714285712,4.6,5.21875,7.5249999999999995,3.8800000000000003
1.0,3.0,1.0,9.357142857142856,6.7,4.65625,8.425,4.6
1.0,4.0,1.0,8.92857142857143,6.4,4.65625,8.2,6.4
1.0,4.0,1.0,9.357142857142856,7.6,3.812499999999999,8.649999999999999,
2.0,3.0,1.0,8.714285714285712,7.3,4.65625,7.5249999999999995,
1.0,4.0,1.0,8.92857142857143,6.4,5.21875,8.2,2.4400000000000004
2.0,5.0,1.0,9.142857142857144,7.3,3.812499999999999,9.325000000000001,5.6800000000000015
2.0,1.0,1.0,8.5,7.0,4.09375,8.2,5.6800000000000015
2.0,4.0,1.0,9.357142857142856,6.4,4.09375,8.649999999999999,6.4
1.0,5.0,1.0,8.92857142857143,3.7,3.812499999999999,8.425,5.319999999999999
1.0,3.0,1.0,10.0,4.6,4.09375,8.2,4.960000000000001
1.0,4.0,1.0,8.92857142857143,4.9,4.375,7.5249999999999995,1.7200000000000002
2.0,2.0,1.0,8.714285714285712,5.5,6.625,6.175,5.319999999999999
1.0,1.0,1.0,8.5,6.7,,7.5249999999999995,3.8800000000000003
2.0,3.0,1.0,7.0,7.0,5.21875,7.9750000000000005,6.4
2.0,4.0,1.0,9.142857142857144,7.3,4.9375,8.875,6.040000000000001
2.0,3.0,1.0,8.714285714285712,7.3,5.5,8.2,7.480000000000001
1.0,3.0,1.0,8.714285714285712,7.3,4.9375,7.5249999999999995,3.8800000000000003
1.0,4.0,1.0,9.142857142857144,7.6,4.09375,9.1,2.4400000000000004
2.0,2.0,1.0,8.92857142857143,8.2,4.09375,6.8500000000000005,5.319999999999999
1.0,3.0,1.0,8.92857142857143,5.2,5.5,5.95,4.24
1.0,4.0,1.0,9.142857142857144,7.0,3.5312499999999996,9.1,7.120000000000001
2.0,3.0,1.0,8.714285714285712,5.5,3.2499999999999996,8.2,3.8800000000000003
1.0,4.0,1.0,9.357142857142856,5.8,2.96875,9.775,8.200000000000001
1.0,3.0,1.0,8.92857142857143,3.7,6.062500000000001,8.2,4.960000000000001
2.0,2.0,1.0,8.714285714285712,3.1,6.343749999999999,7.5249999999999995,3.16
1.0,4.0,1.0,9.142857142857144,6.1,3.812499999999999,8.875,6.760000000000002
2.0,3.0,1.0,8.714285714285712,4.9,6.343749999999999,8.2,5.319999999999999
1.0,2.0,1.0,8.5,1.3,6.90625,7.5249999999999995,3.52
2.0,4.0,1.0,9.142857142857144,5.8,3.5312499999999996,9.1,7.480000000000001
1.0,3.0,1.0,8.92857142857143,2.8,5.78125,8.2,5.6800000000000015
2.0,2.0,1.0,8.5,2.8,7.1875,7.5249999999999995,5.6800000000000015
1.0,2.0,1.0,8.714285714285712,6.7,4.09375,6.8500000000000005,3.8800000000000003
2.0,2.0,1.0,8.5,7.0,2.96875,7.5249999999999995,1.0
1.0,3.0,1.0,8.5,7.3,3.812499999999999,8.2,2.08
1.0,3.0,1.0,8.714285714285712,7.0,2.96875,8.2,2.8000000000000003
1.0,3.0,1.0,8.714285714285712,6.1,3.812499999999999,9.325000000000001,7.480000000000001
2.0,2.0,1.0,8.5,7.0,3.812499999999999,8.425,3.8800000000000003
2.0,3.0,1.0,8.5,6.7,3.5312499999999996,8.2,2.8000000000000003
2.0,1.0,1.0,8.714285714285712,6.7,3.812499999999999,8.2,3.8800000000000003
1.0,3.0,1.0,8.714285714285712,6.1,3.5312499999999996,8.425,3.52
2.0,3.0,1.0,8.714285714285712,7.3,4.09375,8.2,2.08
1.0,2.0,1.0,8.5,7.3,4.375,8.425,2.08
2.0,3.0,1.0,8.92857142857143,7.0,3.812499999999999,9.1,4.6
2.0,2.0,1.0,9.142857142857144,7.0,4.09375,7.9750000000000005,1.7200000000000002
2.0,3.0,1.0,9.785714285714286,5.8,,8.875,8.200000000000001
1.0,3.0,1.0,9.357142857142856,6.7,4.9375,7.075,5.319999999999999
1.0,4.0,1.0,9.357142857142856,4.6,4.9375,6.175,3.8800000000000003
2.0,3.0,1.0,9.357142857142856,6.7,3.812499999999999,7.75,5.319999999999999
2.0,3.0,1.0,9.142857142857144,6.7,4.9375,8.649999999999999,6.760000000000002
2.0,4.0,1.0,9.142857142857144,6.7,4.9375,8.649999999999999,6.760000000000002
2.0,3.0,1.0,9.571428571428571,5.5,3.812499999999999,7.9750000000000005,2.8000000000000003
1.0,3.0,1.0,9.142857142857144,5.8,3.812499999999999,7.9750000000000005,3.8800000000000003
2.0,3.0,1.0,9.357142857142856,6.7,4.9375,7.075,5.319999999999999
1.0,4.0,1.0,9.785714285714286,5.8,3.5312499999999996,9.549999999999999,8.200000000000001
1.0,4.0,1.0,9.571428571428571,7.0,5.5,7.75,2.8000000000000003
2.0,4.0,1.0,9.357142857142856,5.2,5.78125,7.75,3.52
2.0,4.0,1.0,9.142857142857144,6.4,4.9375,7.9750000000000005,4.960000000000001
1.0,3.0,1.0,9.142857142857144,7.0,4.9375,6.3999999999999995,5.6800000000000015
1.0,2.0,1.0,8.714285714285712,5.2,,7.75,2.08
1.0,4.0,1.0,9.142857142857144,5.8,,7.5249999999999995,1.36
2.0,3.0,1.0,9.142857142857144,7.0,4.9375,6.3999999999999995,5.6800000000000015
1.0,3.0,1.0,9.142857142857144,6.4,4.9375,7.9750000000000005,4.960000000000001
2.0,1.0,1.0,9.142857142857144,6.1,4.9375,8.2,1.7200000000000002
2.0,4.0,1.0,8.714285714285712,6.4,5.5,7.5249999999999995,1.36
1.0,2.0,1.0,10.0,5.5,4.09375,10.0,7.480000000000001
1.0,4.0,1.0,10.0,5.5,4.09375,10.0,7.480000000000001
1.0,3.0,1.0,8.92857142857143,4.9,,7.5249999999999995,1.36
1.0,4.0,3.0,9.142857142857144,4.9,3.812499999999999,,4.6
2.0,2.0,3.0,8.714285714285712,3.4,5.78125,6.3999999999999995,
2.0,2.0,3.0,8.92857142857143,3.7,6.625,7.9750000000000005,2.8000000000000003
2.0,3.0,3.0,9.142857142857144,4.9,3.812499999999999,6.8500000000000005,5.6800000000000015
2.0,4.0,3.0,8.92857142857143,5.2,5.21875,8.2,6.4
1.0,4.0,3.0,9.571428571428571,7.0,3.2499999999999996,9.1,6.4
2.0,1.0,3.0,8.714285714285712,4.9,,7.5249999999999995,1.0
1.0,4.0,3.0,8.714285714285712,6.1,3.5312499999999996,7.5249999999999995,4.960000000000001
1.0,1.0,3.0,8.92857142857143,5.5,2.6875,7.9750000000000005,4.960000000000001
1.0,2.0,3.0,8.92857142857143,6.1,3.812499999999999,8.425,3.8800000000000003
2.0,1.0,3.0,9.571428571428571,6.7,3.2499999999999996,8.649999999999999,6.4
2.0,1.0,3.0,8.5,4.9,,7.5249999999999995,1.0
1.0,4.0,3.0,9.357142857142856,7.6,5.78125,7.5249999999999995,6.760000000000002
1.0,3.0,3.0,8.92857142857143,7.3,3.812499999999999,8.425,
2.0,3.0,3.0,8.714285714285712,6.1,4.09375,7.5249999999999995,4.960000000000001
1.0,3.0,3.0,9.571428571428571,6.7,3.2499999999999996,8.649999999999999,6.4
2.0,3.0,3.0,9.357142857142856,7.0,5.5,8.2,5.6800000000000015
2.0,5.0,3.0,9.571428571428571,7.9,3.812499999999999,7.75,6.760000000000002
2.0,2.0,3.0,8.5,7.6,6.062500000000001,7.5249999999999995,1.0
1.0,1.0,3.0,8.5,5.8,,7.5249999999999995,1.0
1.0,4.0,3.0,9.357142857142856,7.3,3.812499999999999,9.1,7.120000000000001
1.0,1.0,3.0,8.5,5.8,,7.5249999999999995,1.0
2.0,4.0,3.0,8.92857142857143,5.2,5.21875,8.2,6.4
2.0,1.0,3.0,8.714285714285712,4.9,,7.5249999999999995,1.0
2.0,1.0,2.0,8.714285714285712,7.0,4.65625,7.9750000000000005,6.040000000000001
1.0,1.0,2.0,8.714285714285712,7.0,5.21875,7.5249999999999995,1.36
2.0,2.0,2.0,9.142857142857144,7.0,4.375,7.75,6.040000000000001
2.0,2.0,2.0,8.5,7.3,4.9375,7.5249999999999995,2.8000000000000003
2.0,2.0,2.0,8.714285714285712,6.4,4.65625,7.75,3.8800000000000003
1.0,2.0,2.0,9.142857142857144,7.6,4.9375,8.649999999999999,4.960000000000001
2.0,3.0,2.0,8.714285714285712,7.0,4.65625,8.2,3.16
1.0,4.0,2.0,9.142857142857144,7.0,4.375,8.875,5.6800000000000015
1.0,3.0,2.0,8.92857142857143,6.4,4.375,7.75,7.840000000000002
1.0,1.0,2.0,8.5,6.7,5.21875,7.5249999999999995,2.08
2.0,3.0,2.0,9.357142857142856,7.0,4.65625,8.649999999999999,4.960000000000001
1.0,3.0,2.0,8.92857142857143,7.3,4.9375,8.649999999999999,5.6800000000000015
2.0,1.0,2.0,9.142857142857144,6.7,3.812499999999999,9.325000000000001,6.760000000000002
1.0,3.0,2.0,8.92857142857143,7.3,3.812499999999999,10.0,8.200000000000001
2.0,3.0,2.0,8.92857142857143,5.8,4.375,8.875,5.6800000000000015
1.0,1.0,2.0,8.5,7.3,4.375,7.9750000000000005,4.6
2.0,1.0,2.0,8.5,3.4,4.65625,7.5249999999999995,1.0
2.0,1.0,2.0,9.142857142857144,7.6,4.375,8.875,4.6
2.0,1.0,2.0,8.714285714285712,6.4,4.09375,9.1,4.960000000000001
2.0,3.0,2.0,8.5,7.0,4.375,9.549999999999999,7.480000000000001
1.0,3.0,2.0,9.357142857142856,7.6,4.09375,8.425,4.6
1.0,2.0,2.0,8.714285714285712,6.1,4.09375,9.775,6.760000000000002
1.0,4.0,2.0,10.0,7.3,2.6875,9.549999999999999,7.840000000000002
1.0,5.0,2.0,8.92857142857143,7.0,3.812499999999999,8.425,4.6
2.0,3.0,2.0,9.571428571428571,7.0,4.09375,9.549999999999999,6.760000000000002
1.0,3.0,2.0,8.714285714285712,7.6,4.09375,8.425,5.319999999999999
1.0,4.0,2.0,8.92857142857143,8.2,3.812499999999999,9.549999999999999,6.040000000000001
2.0,4.0,2.0,9.142857142857144,7.6,2.96875,9.325000000000001,6.4
2.0,5.0,2.0,9.785714285714286,7.3,4.09375,9.549999999999999,6.4
1.0,3.0,2.0,8.92857142857143,7.9,4.65625,8.875,7.120000000000001
1.0,1.0,2.0,8.5,7.3,4.375,7.5249999999999995,1.7200000000000002
1.0,4.0,2.0,9.357142857142856,8.2,4.09375,9.549999999999999,6.760000000000002
2.0,2.0,2.0,8.714285714285712,7.6,4.09375,8.425,4.6
2.0,2.0,2.0,8.5,7.9,5.21875,7.75,5.319999999999999
1.0,1.0,2.0,8.5,7.9,4.375,7.75,3.52
2.0,3.0,2.0,8.714285714285712,7.9,4.9375,7.9750000000000005,5.6800000000000015
1.0,2.0,2.0,8.714285714285712,6.7,6.625,7.5249999999999995,1.7200000000000002
1.0,1.0,2.0,8.714285714285712,6.4,5.5,6.175,
1.0,3.0,2.0,9.142857142857144,7.3,3.812499999999999,9.325000000000001,5.319999999999999
2.0,2.0,2.0,9.142857142857144,7.9,3.812499999999999,7.75,5.319999999999999
2.0,2.0,2.0,8.92857142857143,5.5,5.5,8.2,2.8000000000000003
2.0,2.0,2.0,8.714285714285712,7.6,5.5,6.3999999999999995,
1.0,3.0,2.0,8.92857142857143,7.3,6.343749999999999,8.649999999999999,5.6800000000000015
1.0,3.0,2.0,8.5,7.6,4.9375,7.5249999999999995,
2.0,3.0,2.0,8.92857142857143,7.6,4.375,7.5249999999999995,5.6800000000000015
1.0,4.0,2.0,9.571428571428571,6.7,3.812499999999999,9.325000000000001,6.760000000000002
2.0,1.0,2.0,8.714285714285712,5.8,6.062500000000001,7.5249999999999995,
2.0,3.0,2.0,8.92857142857143,7.6,4.9375,6.3999999999999995,5.6800000000000015
2.0,4.0,1.0,5.5,7.6,3.812499999999999,9.1,6.4
1.0,3.0,1.0,9.357142857142856,3.7,3.5312499999999996,8.425,4.6
1.0,4.0,1.0,9.357142857142856,3.7,3.5312499999999996,8.425,5.319999999999999
2.0,2.0,1.0,3.5714285714285716,4.9,5.78125,7.75,4.6
2.0,1.0,1.0,8.714285714285712,4.0,,7.75,1.0
2.0,1.0,1.0,8.714285714285712,3.7,4.375,8.649999999999999,1.7200000000000002
1.0,4.0,1.0,9.357142857142856,3.7,3.5312499999999996,8.425,4.6
1.0,1.0,1.0,8.5,7.9,3.2499999999999996,7.5249999999999995,1.7200000000000002
2.0,4.0,1.0,5.5,7.6,3.812499999999999,9.1,7.120000000000001
1.0,1.0,1.0,8.5,7.6,5.21875,6.3999999999999995,1.0
2.0,4.0,1.0,10.0,8.2,3.5312499999999996,9.1,6.4
1.0,1.0,1.0,8.5,7.9,4.65625,7.75,1.0
1.0,2.0,1.0,8.714285714285712,7.6,4.09375,7.9750000000000005,3.16
2.0,4.0,1.0,9.357142857142856,7.0,3.812499999999999,7.9750000000000005,4.960000000000001
2.0,4.0,1.0,8.5,7.0,3.2499999999999996,9.1,6.4
2.0,3.0,1.0,8.071428571428573,7.0,3.5312499999999996,7.9750000000000005,4.960000000000001
1.0,4.0,1.0,8.92857142857143,7.3,4.375,7.5249999999999995,4.6
1.0,4.0,1.0,9.357142857142856,7.3,3.812499999999999,8.875,7.480000000000001
2.0,5.0,1.0,8.5,7.0,3.2499999999999996,9.1,6.4
1.0,1.0,1.0,8.714285714285712,7.6,3.812499999999999,7.9750000000000005,3.52
2.0,3.0,1.0,9.357142857142856,7.0,3.812499999999999,7.9750000000000005,5.6800000000000015
1.0,2.0,1.0,9.142857142857144,7.0,4.09375,7.75,4.960000000000001
2.0,4.0,1.0,10.0,7.9,3.2499999999999996,9.1,7.120000000000001
1.0,4.0,1.0,8.92857142857143,7.3,5.78125,7.5249999999999995,5.6800000000000015
