sexo,escol,Tam_loc,agg_civic_enforcement_norms,agg_corruption_perception,agg_reporting_behavior_and_barriers,agg_tolerance_of_corrupt_behavior
2.0,3.0,2.0,1.3214285714285714,1.675,3.2499999999999996,2.125
1.0,4.0,2.0,4.857142857142858,1.45,1.9642857142857142,5.5
2.0,3.0,2.0,4.857142857142858,1.45,1.9642857142857142,4.375
2.0,4.0,2.0,2.928571428571429,1.45,1.9642857142857142,4.375
2.0,3.0,2.0,,1.2249999999999999,1.9642857142857142,2.125
1.0,5.0,2.0,3.5714285714285716,1.2249999999999999,3.2499999999999996,2.125
2.0,4.0,2.0,2.2857142857142856,1.45,3.2499999999999996,2.125
1.0,3.0,1.0,2.607142857142857,1.675,3.2499999999999996,4.375
2.0,3.0,1.0,1.3214285714285714,1.0,2.2857142857142856,1.0
2.0,4.0,1.0,3.5714285714285716,1.675,3.2499999999999996,5.5
1.0,5.0,1.0,1.6428571428571428,2.125,1.0,3.25
1.0,3.0,1.0,3.892857142857143,2.575,3.2499999999999996,5.5
2.0,4.0,1.0,2.928571428571429,1.0,1.9642857142857142,5.5
1.0,4.0,1.0,5.5,1.9,1.0,3.25
1.0,5.0,1.0,2.2857142857142856,2.8,1.9642857142857142,5.5
1.0,4.0,1.0,3.892857142857143,1.2249999999999999,1.9642857142857142,5.5
2.0,4.0,1.0,3.892857142857143,1.2249999999999999,1.0,5.5
2.0,3.0,1.0,3.25,1.45,1.9642857142857142,5.5
1.0,4.0,1.0,3.25,1.2249999999999999,1.9642857142857142,5.5
1.0,4.0,1.0,3.25,1.45,1.0,3.25
2.0,3.0,1.0,,2.35,2.2857142857142856,1.0
2.0,2.0,1.0,1.0,2.575,1.9642857142857142,3.25
1.0,4.0,1.0,,1.45,1.9642857142857142,1.0
1.0,4.0,1.0,2.607142857142857,2.8,1.0,2.125
2.0,3.0,1.0,1.9642857142857144,1.9,3.2499999999999996,4.375
2.0,4.0,1.0,1.0,1.675,1.0,1.0
1.0,2.0,1.0,1.6428571428571428,1.9,1.0,5.5
1.0,3.0,1.0,3.5714285714285716,1.45,1.9642857142857142,5.5
1.0,4.0,1.0,4.857142857142858,1.0,1.9642857142857142,5.5
2.0,2.0,1.0,5.5,2.125,1.0,5.5
2.0,4.0,1.0,6.464285714285715,2.575,3.2499999999999996,5.5
1.0,1.0,1.0,3.25,1.675,1.9642857142857142,5.5
2.0,2.0,1.0,1.9642857142857144,1.675,1.9642857142857142,5.5
1.0,4.0,1.0,2.607142857142857,1.45,1.9642857142857142,5.5
1.0,3.0,1.0,2.607142857142857,1.45,1.9642857142857142,5.5
2.0,4.0,1.0,2.607142857142857,1.675,1.0,3.25
2.0,3.0,1.0,1.0,3.25,1.9642857142857142,1.0
1.0,4.0,1.0,2.928571428571429,2.35,1.9642857142857142,4.375
2.0,3.0,1.0,2.928571428571429,3.025,2.2857142857142856,1.0
