country,zone,betti_0,betti_1,betti_2,total_pers_H0,total_pers_H1,total_pers_H2,max_pers_H0,max_pers_H1,max_pers_H2,entropy_H0,entropy_H1,n_features_H0,n_features_H1,n_features_H2
SVN,Catholic Europe,33,0,0,8.990926884114742,0.10610241442918777,0.007865183055400848,1.0,0.028188548982143402,0.005654051899909973,3.0797745323839414,2.012281473265383,44,10,2
SWE,Protestant Europe,43,1,0,11.565884679555893,0.11572191119194031,0.0,1.0,0.05097571015357971,0.0,3.4298559732679283,1.2717267474002218,44,5,0
THA,South/Southeast Asian,36,0,0,6.416665643453598,0.06569474563002586,0.03624384105205536,1.0,0.012380670756101608,0.02458208054304123,3.3869795311330773,2.174311998722543,44,12,4
TUN,African-Islamic,30,0,0,10.531348186545074,0.08135029301047325,0.0021126866340637207,1.0,0.03595602512359619,0.0021126866340637207,3.0146426180640145,1.2686425238419692,44,5,1
TWN,Confucian,41,0,0,7.3676206804811954,0.0033264681696891785,0.0,1.0,0.0033264681696891785,0.0,3.459999425621144,-1.000088900581841e-12,44,1,0
UKR,Orthodox/ex-Communist,42,1,0,8.416303042322397,0.20729079097509384,0.005387157201766968,1.0,0.06948215514421463,0.00487913191318512,3.4108183629622895,1.7158910153179185,44,7,2
URY,Latin America,32,0,0,7.879181524738669,0.15171954035758972,0.048509903252124786,1.0,0.0368773490190506,0.019852370023727417,3.055202543956515,1.7996454697374107,44,7,5
UZB,Orthodox/ex-Communist,36,0,0,12.358280116692185,0.0,0.0,1.0,0.0,0.0,3.1874301718482743,0.0,44,0,0
YEM,African-Islamic,36,0,0,11.298795361071825,0.016567334532737732,0.0,1.0,0.006437726318836212,0.0,3.228097097581445,1.090739458100992,44,3,0
ZAF,African-Islamic,37,0,0,5.849145192652941,0.0,0.0,0.5322020649909973,0.0,0.0,3.5454188134777676,0.0,44,0,0
ZWE,African-Islamic,42,1,0,7.029063299298286,0.16954664140939713,0.019245058298110962,1.0,0.06466876715421677,0.019245058298110962,3.457022640078718,1.3324412034788755,44,5,1
