,AND,ARG,ARM,AUS,BGD,BOL,BRA,CAN,CHL,CHN,COL,CYP,CZE,DEU,ECU,EGY,ETH,GBR,GRC,GTM,HKG,IDN,IND,IRN,IRQ,JOR,JPN,KAZ,KEN,KGZ,KOR,LBN,LBY,MAC,MAR,MDV,MEX,MMR,MNG,MYS,NGA,NIC,NIR,NLD,NZL,PAK,PER,PHL,PRI,ROU,RUS,SGP,SRB,SVK,THA,TJK,TUN,TUR,TWN,UKR,URY,USA,UZB,VEN,VNM,ZWE
COL,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.0,0.001494579017162323,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.001208968460559845,0.012399831786751747,0.0013585984706878662,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.001208968460559845,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.003420397639274597,0.032889679074287415,0.001690894365310669,0.017725102603435516,0.02628498524427414,0.002707565203309059,0.007635675370693207,0.001208968460559845,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.0024443399161100388,0.005000203847885132,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.001208968460559845,0.014180097728967667,0.001208968460559845,0.018951810896396637
CYP,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.001494579017162323,0.0,0.013904325664043427,0.005154788494110107,0.004455801099538803,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.001494579017162323,0.012399831786751747,0.001494579017162323,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.001494579017162323,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.003420397639274597,0.032889679074287415,0.001690894365310669,0.017725102603435516,0.02628498524427414,0.002707565203309059,0.007635675370693207,0.001494579017162323,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.0024443399161100388,0.005000203847885132,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.001494579017162323,0.014180097728967667,0.001494579017162323,0.018951810896396637
CZE,0.012062758207321167,0.023052308708429337,0.013904325664043427,0.013904325664043427,0.02048354595899582,0.013904325664043427,0.013904325664043427,0.030801206827163696,0.013904325664043427,0.011381655931472778,0.013904325664043427,0.013904325664043427,0.0,0.013904325664043427,0.013904325664043427,0.011156454682350159,0.014140695333480835,0.0448732003569603,0.013904325664043427,0.034479379653930664,0.011156454682350159,0.013904325664043427,0.026067517697811127,0.028488188982009888,0.013904325664043427,0.030075624585151672,0.013904325664043427,0.011156454682350159,0.011156454682350159,0.011156454682350159,0.013904325664043427,0.013904325664043427,0.013904325664043427,0.013904325664043427,0.021832488477230072,0.018991004675626755,0.013904325664043427,0.02071502059698105,0.013904325664043427,0.016424614936113358,0.013151712715625763,0.026101812720298767,0.04109494388103485,0.02629433199763298,0.013904325664043427,0.025862544775009155,0.013904325664043427,0.017725102603435516,0.02628498524427414,0.013904325664043427,0.01197899878025055,0.013904325664043427,0.018382631242275238,0.014934107661247253,0.013904325664043427,0.013413399457931519,0.02786365896463394,0.013904325664043427,0.013904325664043427,0.013904325664043427,0.013904325664043427,0.02211795747280121,0.013904325664043427,0.014180097728967667,0.013904325664043427,0.017946787178516388
DEU,0.015285864472389221,0.022851891815662384,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.005154788494110107,0.005154788494110107,0.013904325664043427,0.0,0.005154788494110107,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.010138502344489098,0.026067517697811127,0.030621238052845,0.00622626394033432,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.0106220543384552,0.005154788494110107,0.012399831786751747,0.005154788494110107,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.005154788494110107,0.015500187873840332,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.005154788494110107,0.032889679074287415,0.005154788494110107,0.017725102603435516,0.02628498524427414,0.005154788494110107,0.007635675370693207,0.005154788494110107,0.018382631242275238,0.015499137341976166,0.006200341507792473,0.013413399457931519,0.02786365896463394,0.005154788494110107,0.005154788494110107,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.005154788494110107,0.012193053960800171,0.005154788494110107,0.018951810896396637
ECU,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.008785925805568695,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.004455801099538803,0.004455801099538803,0.013904325664043427,0.005154788494110107,0.0,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.012063220143318176,0.010138502344489098,0.026067517697811127,0.030621238052845,0.009770035743713379,0.03054460883140564,0.006238147616386414,0.010352473706007004,0.01000765711069107,0.013593174517154694,0.011061914265155792,0.004455801099538803,0.010525114834308624,0.004455801099538803,0.02992597222328186,0.018991004675626755,0.0077265966683626175,0.023695003241300583,0.004455801099538803,0.016424614936113358,0.0054591745138168335,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.004455801099538803,0.030416175723075867,0.004455801099538803,0.017725102603435516,0.02628498524427414,0.004455801099538803,0.007635675370693207,0.004455801099538803,0.018382631242275238,0.015499137341976166,0.004869204014539719,0.013413399457931519,0.02786365896463394,0.004455801099538803,0.0034652091562747955,0.0049575455486774445,0.011408507823944092,0.024564873427152634,0.004455801099538803,0.014180097728967667,0.004455801099538803,0.018951810896396637
EGY,0.015454046428203583,0.023052308708429337,0.01998284086585045,0.01998284086585045,0.02048354595899582,0.01998284086585045,0.01998284086585045,0.030801206827163696,0.01998284086585045,0.015324726700782776,0.01998284086585045,0.01998284086585045,0.011156454682350159,0.01998284086585045,0.01998284086585045,0.0,0.01998284086585045,0.0448732003569603,0.01998284086585045,0.03519093990325928,0.012007758021354675,0.01998284086585045,0.026067517697811127,0.030621238052845,0.01998284086585045,0.03054460883140564,0.01998284086585045,0.015192791819572449,0.016148224472999573,0.008902009576559067,0.01998284086585045,0.01998284086585045,0.01998284086585045,0.01998284086585045,0.01676759123802185,0.017005175352096558,0.01998284086585045,0.014560654759407043,0.01998284086585045,0.016424614936113358,0.019154377281665802,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.01998284086585045,0.023576468229293823,0.01998284086585045,0.017725102603435516,0.02628498524427414,0.01998284086585045,0.018133364617824554,0.01998284086585045,0.018382631242275238,0.01998284086585045,0.01998284086585045,0.013413399457931519,0.02786365896463394,0.01998284086585045,0.01998284086585045,0.01998284086585045,0.01998284086585045,0.024564873427152634,0.01998284086585045,0.018041394650936127,0.01998284086585045,0.018951810896396637
ETH,0.01586093008518219,0.023052308708429337,0.01586093008518219,0.01586093008518219,0.02048354595899582,0.010970242321491241,0.01586093008518219,0.028765156865119934,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.014140695333480835,0.01586093008518219,0.01586093008518219,0.01998284086585045,0.0,0.0448732003569603,0.010507643222808838,0.04119612276554108,0.01586093008518219,0.01586093008518219,0.02259647101163864,0.02677549421787262,0.01586093008518219,0.026191432029008865,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.02992597222328186,0.018991004675626755,0.01586093008518219,0.023695003241300583,0.01586093008518219,0.016424614936113358,0.01586093008518219,0.01960526779294014,0.04676980525255203,0.026074666529893875,0.0149221271276474,0.032889679074287415,0.01586093008518219,0.015768535435199738,0.02628498524427414,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.017346441745758057,0.014934107661247253,0.01586093008518219,0.01586093008518219,0.02786365896463394,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.008575201034545898,0.024564873427152634,0.01586093008518219,0.01586093008518219,0.01586093008518219,0.018951810896396637
GBR,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.04198375344276428,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.04198375344276428,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.04198375344276428,0.04198375344276428,0.0448732003569603,0.0448732003569603,0.04341329634189606,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603,0.0448732003569603
GRC,0.015285864472389221,0.02181052416563034,0.011380959302186966,0.011332549154758453,0.02048354595899582,0.010970242321491241,0.011332549154758453,0.030801206827163696,0.012540504336357117,0.011332549154758453,0.011332549154758453,0.011332549154758453,0.013904325664043427,0.011332549154758453,0.011332549154758453,0.01998284086585045,0.010507643222808838,0.0448732003569603,0.0,0.04119612276554108,0.01465657353401184,0.011332549154758453,0.024492159485816956,0.02677549421787262,0.011332549154758453,0.026442572474479675,0.011332549154758453,0.011332549154758453,0.01155855879187584,0.015073511749505997,0.011332549154758453,0.011332549154758453,0.01203804463148117,0.011332549154758453,0.02992597222328186,0.018991004675626755,0.011332549154758453,0.023695003241300583,0.011332549154758453,0.01625905930995941,0.011332549154758453,0.025777757167816162,0.044758230447769165,0.026074666529893875,0.011332549154758453,0.032889679074287415,0.011332549154758453,0.015768535435199738,0.02628498524427414,0.011332549154758453,0.011332549154758453,0.011332549154758453,0.018382631242275238,0.014934107661247253,0.011332549154758453,0.013413399457931519,0.02786365896463394,0.011332549154758453,0.011332549154758453,0.011332549154758453,0.008575201034545898,0.024564873427152634,0.011332549154758453,0.01297171413898468,0.011332549154758453,0.018951810896396637
GTM,0.02913084626197815,0.04119612276554108,0.04119612276554108,0.037249401211738586,0.02960723638534546,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.034479379653930664,0.04119612276554108,0.04119612276554108,0.03519093990325928,0.04119612276554108,0.04198375344276428,0.04119612276554108,0.0,0.04119612276554108,0.04119612276554108,0.02742825448513031,0.030135497450828552,0.04119612276554108,0.03993886709213257,0.04119612276554108,0.04119612276554108,0.039124876260757446,0.033553868532180786,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.023646995425224304,0.029541015625,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.032113730907440186,0.04119612276554108,0.025850363075733185,0.04676980525255203,0.024947598576545715,0.04119612276554108,0.027463555335998535,0.04119612276554108,0.03827524185180664,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.03570586442947388,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.03787761926651001,0.025607645511627197,0.04119612276554108,0.04119612276554108,0.04119612276554108,0.030120864510536194
HKG,0.015285864472389221,0.023052308708429337,0.01452268660068512,0.014481239020824432,0.02048354595899582,0.01465657353401184,0.011933833360671997,0.028644442558288574,0.01465657353401184,0.01345643401145935,0.01465657353401184,0.01465657353401184,0.011156454682350159,0.01465657353401184,0.012063220143318176,0.012007758021354675,0.01586093008518219,0.0448732003569603,0.01465657353401184,0.04119612276554108,0.0,0.01465657353401184,0.026067517697811127,0.030621238052845,0.01465657353401184,0.03054460883140564,0.01465657353401184,0.010352473706007004,0.009917836636304855,0.008660390973091125,0.01465657353401184,0.01465657353401184,0.01465657353401184,0.01465657353401184,0.028775349259376526,0.017765194177627563,0.01465657353401184,0.013205431401729584,0.01465657353401184,0.016424614936113358,0.012637175619602203,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.01465657353401184,0.026644442230463028,0.01465657353401184,0.017725102603435516,0.02628498524427414,0.01465657353401184,0.01465657353401184,0.01465657353401184,0.018382631242275238,0.015499137341976166,0.01465657353401184,0.013413399457931519,0.02786365896463394,0.01465657353401184,0.010327719151973724,0.01465657353401184,0.01465657353401184,0.024564873427152634,0.01465657353401184,0.014180097728967667,0.01465657353401184,0.018951810896396637
IDN,0.015285864472389221,0.023052308708429337,0.011380959302186966,0.012844525277614594,0.02048354595899582,0.012576572597026825,0.009350406005978584,0.030801206827163696,0.01381305605173111,0.011381655931472778,0.010138502344489098,0.010138502344489098,0.013904325664043427,0.010138502344489098,0.010138502344489098,0.01998284086585045,0.01586093008518219,0.0448732003569603,0.011332549154758453,0.04119612276554108,0.01465657353401184,0.0,0.026067517697811127,0.030621238052845,0.010138502344489098,0.03054460883140564,0.009151816368103027,0.010352473706007004,0.01155855879187584,0.015073511749505997,0.011796016246080399,0.010138502344489098,0.012399831786751747,0.010138502344489098,0.02992597222328186,0.018991004675626755,0.007536925375461578,0.023695003241300583,0.010138502344489098,0.016424614936113358,0.010138502344489098,0.026101812720298767,0.04676980525255203,0.02629433199763298,0.010138502344489098,0.032889679074287415,0.010138502344489098,0.017725102603435516,0.02628498524427414,0.010138502344489098,0.009350406005978584,0.010138502344489098,0.017338097095489502,0.015499137341976166,0.010138502344489098,0.013413399457931519,0.02786365896463394,0.009350406005978584,0.010138502344489098,0.010138502344489098,0.011408507823944092,0.024564873427152634,0.010138502344489098,0.014180097728967667,0.010138502344489098,0.018951810896396637
